order_id,customer_id,order_date,status,channel,region
131,1423,2024-05-24,Completed,Partner,West
132,1191,2025-05-20,Completed,Mobile,East
133,2874,2025-10-11,Completed,Mobile,East
134,1775,2024-05-29,Completed,Mobile,East
135,2413,2024-07-09,Completed,Web,West
136,1344,2025-10-17,Completed,Mobile,North
137,294,2025-07-24,Cancelled,Web,North
138,2267,2026-01-20,Completed,Web,East
139,1636,2025-11-20,Completed,Mobile,South
140,1932,2026-04-06,Completed,Mobile,West
141,1444,2025-02-15,Cancelled,Partner,South
142,1242,2025-12-19,Pending,Mobile,South
143,852,2025-06-20,Completed,Web,West
144,1824,2026-04-16,Completed,Partner,North
145,2926,2026-01-12,Completed,Web,West
146,326,2024-05-16,Completed,Partner,East
147,2108,2026-06-27,Completed,Partner,East
148,1,2024-03-02,Completed,Web,South
149,2385,2025-01-24,Completed,Web,West
150,2232,2025-07-13,Completed,Web,West
151,484,2025-11-01,Completed,Web,West
152,1174,2025-04-16,Completed,Web,West
153,1572,2026-04-28,Completed,Mobile,North
154,2135,2026-07-05,Cancelled,Web,North
155,2385,2024-08-30,Completed,Partner,West
156,1122,2026-03-22,Completed,Mobile,South
157,1632,2025-07-29,Completed,Web,East
158,1212,2025-10-11,Completed,Web,South
159,2967,2024-07-11,Completed,Mobile,North
160,356,2024-10-24,Completed,Partner,West
161,398,2024-12-07,Completed,Partner,South
162,2974,2025-12-09,Completed,Partner,West
163,1168,2025-02-15,Completed,Partner,North
164,821,2025-01-26,Completed,Partner,North
165,2205,2024-07-20,Completed,Mobile,North
166,1845,2025-05-24,Completed,Partner,West
167,2431,2026-07-31,Completed,Mobile,West
168,1225,2025-07-06,Completed,Mobile,North
169,974,2026-02-28,Completed,Web,North
170,1358,2025-12-03,Completed,Mobile,North
171,553,2025-11-15,Completed,Mobile,West
172,1622,2025-08-09,Completed,Partner,West
173,1747,2024-05-05,Completed,Mobile,West
174,2855,2025-03-14,Cancelled,Mobile,East
175,2089,2025-08-10,Cancelled,Web,North
176,738,2025-05-26,Completed,Partner,East
177,1995,2025-06-03,Completed,Partner,West
178,820,2024-04-02,Cancelled,Mobile,East
179,201,2024-10-06,Completed,Web,West
180,876,2025-12-22,Completed,Partner,East
181,468,2026-07-18,Completed,Mobile,South
182,1091,2024-04-14,Completed,Mobile,South
183,147,2025-01-04,Completed,Partner,East
184,2757,2026-06-14,Completed,Web,South
185,560,2025-09-30,Completed,Web,North
186,1071,2026-03-06,Completed,Partner,West
187,48,2024-04-02,Completed,Web,South
188,922,2024-06-13,Completed,Web,South
189,1384,2025-12-17,Completed,Mobile,North
190,340,2024-03-02,Completed,Web,North
191,999,2025-09-01,Completed,Mobile,East
192,1966,2026-08-09,Cancelled,Mobile,West
193,2052,2024-11-18,Completed,Partner,South
194,776,2026-03-02,Completed,Web,East
195,582,2025-04-30,Completed,Mobile,East
196,841,2024-03-09,Completed,Partner,North
197,2939,2024-09-15,Completed,Mobile,South
198,634,2025-05-10,Completed,Mobile,North
199,1867,2025-04-24,Completed,Web,East
200,747,2024-03-16,Completed,Mobile,North
201,1469,2025-09-20,Completed,Partner,East
202,1984,2025-04-16,Completed,Web,South
203,725,2025-02-22,Completed,Mobile,North
204,17,2024-11-27,Pending,Partner,East
205,1124,2025-11-24,Completed,Mobile,East
206,1979,2024-08-27,Completed,Partner,West
207,2297,2024-12-24,Completed,Partner,West
208,2004,2024-06-26,Completed,Mobile,West
209,1462,2025-07-26,Completed,Web,South
210,2249,2025-09-06,Completed,Partner,North
211,723,2025-02-01,Completed,Mobile,East
212,184,2025-01-08,Completed,Web,North
213,1313,2026-04-14,Completed,Web,South
214,1397,2025-06-15,Completed,Web,South
215,1148,2026-03-13,Completed,Partner,East
216,2391,2025-07-13,Completed,Web,West
217,126,2024-04-18,Completed,Mobile,South
218,2740,2024-03-15,Cancelled,Mobile,East
219,2808,2026-03-02,Completed,Web,East
220,2840,2024-11-09,Completed,Web,South
221,1029,2024-11-25,Completed,Web,East
222,149,2024-08-15,Cancelled,Mobile,West
223,1109,2026-03-23,Completed,Mobile,South
224,958,2025-08-05,Completed,Web,East
225,1882,2026-04-24,Completed,Partner,East
226,2117,2025-03-01,Completed,Partner,West
227,2281,2024-09-21,Completed,Partner,South
228,2681,2025-11-01,Completed,Mobile,North
229,1426,2025-07-13,Completed,Mobile,North
230,1152,2024-08-07,Completed,Partner,North
231,799,2026-04-14,Completed,Mobile,East
232,2875,2026-03-21,Completed,Mobile,North
233,2950,2025-07-05,Completed,Web,South
234,2696,2026-02-17,Completed,Mobile,East
235,2060,2026-04-09,Cancelled,Mobile,South
236,365,2025-05-25,Completed,Mobile,South
237,2781,2025-08-27,Completed,Mobile,East
238,340,2024-03-11,Completed,Mobile,North
239,634,2024-04-20,Completed,Web,North
240,1489,2025-10-31,Completed,Web,East
241,374,2025-10-04,Completed,Mobile,East
242,997,2025-10-01,Completed,Web,East
243,2864,2025-10-10,Completed,Partner,South
244,1263,2024-11-08,Completed,Mobile,North
245,472,2025-12-01,Completed,Mobile,West
246,1926,2025-09-04,Completed,Partner,South
247,2154,2024-01-02,Cancelled,Mobile,North
248,1454,2024-02-17,Pending,Partner,West
249,2220,2025-08-02,Completed,Partner,South
250,549,2026-04-25,Completed,Partner,West
251,1376,2024-03-04,Completed,Partner,East
252,521,2024-02-10,Completed,Web,East
253,199,2026-03-23,Completed,Partner,East
254,1462,2025-07-21,Completed,Mobile,South
255,1773,2025-10-21,Completed,Mobile,West
256,1291,2026-01-28,Completed,Mobile,North
257,23,2025-05-12,Completed,Web,East
258,2552,2024-06-12,Completed,Mobile,South
259,2404,2025-11-10,Completed,Mobile,North
260,2702,2024-04-01,Completed,Mobile,North
261,2407,2025-11-10,Completed,Mobile,North
262,1754,2024-11-03,Completed,Partner,South
263,871,2026-07-16,Completed,Partner,East
264,666,2026-04-19,Completed,Mobile,North
265,1983,2024-11-19,Completed,Web,South
266,1929,2024-09-14,Completed,Web,South
267,669,2024-11-23,Completed,Partner,South
268,2520,2025-12-08,Completed,Mobile,South
269,1479,2024-01-06,Pending,Web,East
270,2262,2024-06-05,Completed,Mobile,West
271,2070,2026-08-07,Completed,Mobile,East
272,2425,2025-11-23,Completed,Partner,South
273,593,2025-08-28,Completed,Mobile,East
274,2988,2025-09-07,Cancelled,Web,West
275,1132,2024-01-18,Completed,Web,West
276,1684,2025-01-30,Completed,Mobile,East
277,1544,2025-10-13,Completed,Mobile,North
278,2476,2024-10-19,Completed,Mobile,North
279,1130,2025-10-23,Completed,Mobile,South
280,2365,2025-03-27,Completed,Partner,West
281,168,2024-11-30,Completed,Mobile,South
282,2659,2025-10-08,Completed,Web,East
283,2172,2026-03-10,Pending,Mobile,South
284,2733,2025-02-14,Completed,Mobile,East
285,2286,2024-01-27,Completed,Partner,North
286,498,2025-03-24,Completed,Partner,North
287,2941,2024-12-23,Completed,Partner,South
288,501,2024-12-25,Completed,Mobile,West
289,2997,2024-02-28,Completed,Partner,South
290,1670,2026-02-22,Completed,Mobile,South
291,638,2025-12-03,Completed,Mobile,South
292,23,2024-08-28,Completed,Web,East
293,2721,2025-08-30,Cancelled,Mobile,East
294,1678,2025-12-22,Completed,Mobile,West
295,2714,2025-09-26,Completed,Web,North
296,1909,2026-07-05,Pending,Mobile,East
297,917,2024-03-22,Completed,Partner,South
298,378,2025-10-11,Completed,Mobile,West
299,2000,2026-02-07,Completed,Web,South
300,2981,2025-08-20,Completed,Mobile,South
301,712,2024-03-28,Completed,Partner,East
302,1975,2026-02-23,Pending,Web,North
303,1602,2024-02-15,Completed,Mobile,North
304,2164,2026-04-17,Completed,Web,West
305,2877,2026-06-08,Pending,Partner,West
306,2606,2026-05-04,Completed,Mobile,East
307,571,2026-03-01,Completed,Mobile,East
308,584,2025-05-19,Completed,Mobile,West
309,959,2025-01-09,Completed,Mobile,West
310,2185,2026-05-08,Completed,Partner,North
311,945,2024-10-26,Pending,Web,North
312,1954,2026-01-20,Pending,Web,East
313,2622,2024-11-18,Completed,Mobile,East
314,1840,2025-08-16,Completed,Web,North
315,2012,2025-02-23,Completed,Partner,North
316,1402,2024-04-09,Completed,Web,East
317,2006,2024-01-15,Completed,Mobile,South
318,420,2025-10-18,Completed,Mobile,East
319,147,2024-07-21,Completed,Partner,East
320,813,2026-03-05,Completed,Web,South
321,750,2025-05-10,Completed,Mobile,North
322,1061,2026-01-14,Completed,Web,West
323,1549,2026-01-04,Completed,Web,West
324,1819,2024-01-17,Completed,Web,West
325,1280,2025-01-28,Completed,Mobile,West
326,2393,2024-01-11,Completed,Partner,East
327,2352,2026-05-30,Completed,Web,West
328,1389,2024-02-01,Completed,Web,South
329,2247,2025-07-28,Completed,Web,South
330,2043,2025-01-26,Cancelled,Partner,North
331,2912,2024-07-06,Completed,Partner,West
332,2096,2026-02-02,Completed,Mobile,West
333,1455,2025-01-18,Completed,Web,West
334,2972,2026-05-04,Cancelled,Partner,South
335,1641,2025-04-15,Completed,Web,East
336,2958,2025-05-07,Completed,Mobile,West
337,2165,2026-06-22,Completed,Web,South
338,1580,2025-12-25,Completed,Partner,West
339,2205,2025-01-12,Cancelled,Partner,North
340,2652,2025-08-05,Completed,Partner,South
341,691,2024-05-29,Completed,Partner,West
342,2418,2024-11-03,Completed,Mobile,North
343,1908,2025-03-24,Completed,Mobile,South
344,875,2025-03-10,Completed,Web,South
345,1892,2024-09-27,Completed,Partner,West
346,2993,2024-12-23,Completed,Partner,East
347,1842,2024-04-06,Completed,Mobile,South
348,2803,2024-04-19,Completed,Mobile,West
349,418,2025-01-20,Completed,Web,West
350,2146,2024-02-15,Completed,Web,North
351,738,2025-06-17,Completed,Web,East
352,906,2025-06-23,Completed,Mobile,North
353,1561,2025-07-15,Completed,Partner,North
354,1097,2024-10-19,Completed,Mobile,West
355,1084,2026-05-04,Cancelled,Mobile,North
356,1972,2024-07-27,Completed,Mobile,North
357,100,2025-04-16,Completed,Mobile,West
358,594,2025-06-27,Completed,Web,South
359,1035,2025-04-07,Completed,Mobile,North
360,1222,2025-09-03,Completed,Web,East
361,559,2026-04-07,Completed,Partner,West
362,2820,2024-09-30,Completed,Mobile,West
363,1975,2024-02-13,Completed,Partner,North
364,2269,2025-11-25,Completed,Web,East
365,1432,2026-07-25,Cancelled,Partner,North
366,50,2024-06-04,Completed,Web,South
367,1125,2024-02-17,Completed,Mobile,South
368,2876,2026-01-20,Cancelled,Mobile,South
369,494,2024-08-11,Completed,Mobile,South
370,1681,2025-02-18,Completed,Web,North
371,2661,2026-02-08,Completed,Mobile,North
372,187,2025-07-24,Completed,Mobile,West
373,2917,2026-08-04,Completed,Web,North
374,2232,2025-05-09,Completed,Mobile,West
375,1848,2024-04-21,Cancelled,Web,West
376,2021,2024-07-02,Completed,Partner,South
377,2693,2026-05-22,Cancelled,Web,North
378,616,2026-06-30,Completed,Partner,North
379,672,2026-03-29,Completed,Web,West
380,1984,2025-01-21,Pending,Web,South
381,528,2024-02-03,Completed,Mobile,South
382,1676,2026-06-05,Completed,Web,West
383,1185,2026-03-02,Cancelled,Web,South
384,1048,2026-07-11,Completed,Partner,South
385,1402,2024-10-05,Cancelled,Mobile,East
386,1452,2024-12-12,Completed,Web,West
387,262,2025-07-25,Completed,Web,East
388,2521,2024-01-03,Cancelled,Web,East
389,2985,2025-12-19,Completed,Mobile,South
390,1582,2025-07-14,Completed,Web,West
391,2785,2026-02-03,Completed,Web,East
392,305,2026-01-19,Completed,Mobile,South
393,2841,2025-03-12,Completed,Partner,East
394,350,2024-11-11,Completed,Web,North
395,2615,2025-11-20,Completed,Partner,North
396,1721,2026-04-22,Completed,Mobile,South
397,1488,2026-03-18,Completed,Partner,South
398,2521,2024-05-29,Completed,Mobile,East
399,161,2024-11-08,Completed,Mobile,West
400,2632,2025-03-31,Completed,Partner,North
401,2034,2026-04-30,Completed,Mobile,North
402,336,2025-10-16,Completed,Partner,North
403,1601,2025-12-20,Completed,Mobile,South
404,2314,2026-03-04,Cancelled,Partner,West
405,2344,2024-07-14,Completed,Mobile,South
406,1831,2024-09-23,Completed,Web,North
407,481,2024-05-11,Pending,Partner,West
408,543,2025-12-19,Completed,Web,South
409,2050,2024-01-07,Completed,Mobile,South
410,2992,2025-09-26,Completed,Mobile,East
411,905,2025-06-14,Completed,Mobile,North
412,2456,2025-01-15,Completed,Partner,South
413,1286,2025-05-05,Completed,Mobile,East
414,1882,2026-03-11,Cancelled,Mobile,East
415,2495,2025-03-18,Completed,Web,West
416,1652,2024-06-11,Completed,Partner,South
417,2345,2024-12-04,Completed,Partner,West
418,1953,2025-07-10,Completed,Partner,North
419,1854,2024-05-21,Completed,Mobile,East
420,1664,2024-12-24,Completed,Mobile,East
421,874,2024-02-11,Completed,Mobile,East
422,193,2026-03-26,Completed,Web,East
423,2046,2025-01-04,Cancelled,Partner,West
424,1863,2024-09-09,Completed,Mobile,North
425,2132,2026-02-26,Completed,Mobile,East
426,448,2024-09-05,Completed,Partner,North
427,1771,2025-06-24,Completed,Partner,South
428,1819,2026-03-04,Completed,Mobile,West
429,2648,2025-11-08,Completed,Mobile,West
430,463,2026-03-10,Cancelled,Partner,East
431,118,2025-10-26,Completed,Web,East
432,2793,2024-05-08,Completed,Mobile,North
433,683,2024-03-17,Completed,Web,South
434,2902,2024-10-16,Completed,Web,South
435,1411,2024-03-15,Completed,Web,East
436,2192,2025-07-18,Cancelled,Partner,South
437,1337,2026-04-17,Pending,Web,North
438,221,2026-02-02,Completed,Partner,North
439,587,2024-01-03,Completed,Mobile,South
440,607,2026-02-07,Completed,Partner,East
441,1987,2024-10-12,Completed,Partner,West
442,1304,2025-02-17,Completed,Web,East
443,1536,2026-06-10,Completed,Web,South
444,289,2025-09-11,Completed,Mobile,South
445,1049,2026-06-07,Completed,Partner,West
446,2504,2024-01-06,Completed,Mobile,East
447,927,2025-07-02,Completed,Mobile,North
448,396,2024-10-06,Pending,Web,South
449,509,2024-12-25,Completed,Partner,North
450,2579,2024-09-11,Completed,Web,West
451,257,2026-06-19,Completed,Partner,South
452,726,2025-08-12,Completed,Mobile,West
453,208,2026-05-09,Completed,Partner,West
454,631,2024-02-10,Completed,Partner,South
455,2860,2026-04-06,Cancelled,Partner,North
456,2577,2026-07-21,Completed,Mobile,West
457,697,2025-01-26,Completed,Partner,East
458,1456,2026-05-31,Cancelled,Mobile,South
459,1643,2024-02-06,Completed,Partner,South
460,477,2025-01-08,Completed,Mobile,North
461,498,2026-01-19,Completed,Partner,North
462,2466,2024-08-09,Completed,Mobile,East
463,1462,2026-02-09,Completed,Partner,South
464,1005,2024-09-10,Completed,Mobile,North
465,2430,2025-12-07,Completed,Mobile,East
466,2396,2024-05-06,Completed,Partner,East
467,1058,2026-01-17,Completed,Partner,North
468,1957,2025-07-21,Cancelled,Web,North
469,1680,2026-02-20,Completed,Mobile,West
470,824,2026-05-26,Completed,Mobile,West
471,2384,2026-08-22,Completed,Partner,East
472,343,2024-10-08,Pending,Partner,East
473,565,2024-07-09,Completed,Mobile,South
474,2846,2026-08-19,Cancelled,Web,West
475,1582,2024-10-20,Completed,Partner,West
476,2227,2025-01-08,Completed,Partner,South
477,2801,2024-10-23,Completed,Partner,East
478,1311,2024-12-12,Cancelled,Mobile,West
479,2056,2026-03-20,Completed,Web,North
480,2003,2025-05-07,Completed,Mobile,North
481,2633,2024-09-09,Completed,Web,South
482,2896,2025-01-17,Completed,Mobile,East
483,33,2025-03-17,Completed,Web,East
484,272,2025-08-24,Completed,Mobile,North
485,1383,2024-07-31,Pending,Partner,West
486,1383,2024-04-24,Completed,Partner,West
487,769,2025-01-10,Cancelled,Partner,West
488,500,2025-05-23,Completed,Web,East
489,650,2026-02-06,Completed,Web,East
490,1887,2026-05-03,Completed,Web,North
491,501,2026-06-05,Completed,Partner,West
492,939,2025-07-21,Completed,Partner,North
493,734,2025-04-25,Completed,Web,South
494,319,2026-08-06,Completed,Mobile,North
495,2245,2025-11-16,Completed,Partner,North
496,2416,2026-07-24,Completed,Partner,North
497,1709,2025-07-02,Completed,Web,South
498,1601,2026-06-18,Completed,Partner,South
499,104,2024-10-20,Completed,Web,South
500,540,2025-05-05,Completed,Web,South
501,1171,2024-11-01,Cancelled,Mobile,South
502,2924,2024-04-14,Completed,Partner,West
503,2304,2026-05-30,Completed,Partner,South
504,2233,2026-08-16,Completed,Web,East
505,1196,2025-07-17,Completed,Web,South
506,1090,2024-11-27,Completed,Partner,East
507,2883,2024-04-05,Completed,Partner,East
508,1815,2024-02-25,Completed,Web,South
509,2562,2024-02-19,Completed,Web,West
510,1792,2024-06-13,Completed,Partner,South
511,478,2024-01-05,Completed,Mobile,East
512,2358,2026-04-09,Completed,Mobile,West
513,2500,2024-12-18,Cancelled,Web,East
514,116,2025-05-02,Completed,Web,East
515,2342,2024-11-06,Cancelled,Mobile,South
516,1013,2025-06-30,Completed,Mobile,East
517,1039,2026-04-02,Pending,Web,West
518,2320,2026-08-17,Completed,Web,South
519,137,2026-01-15,Completed,Web,North
520,1835,2025-03-25,Completed,Partner,West
521,2434,2026-01-29,Completed,Mobile,West
522,2795,2024-03-06,Completed,Web,North
523,866,2024-01-11,Pending,Mobile,South
524,18,2024-03-26,Completed,Partner,North
525,430,2024-11-01,Completed,Partner,East
526,349,2026-03-15,Cancelled,Mobile,East
527,279,2025-06-21,Completed,Mobile,East
528,2925,2025-06-17,Completed,Web,West
529,494,2025-04-09,Completed,Web,South
530,2657,2024-09-05,Completed,Mobile,East
531,428,2024-04-09,Completed,Mobile,East
532,1751,2026-01-19,Pending,Web,West
533,1862,2026-03-06,Completed,Partner,West
534,151,2025-12-07,Completed,Mobile,East
535,2196,2026-03-16,Completed,Partner,West
536,959,2024-11-25,Completed,Partner,West
537,2169,2024-03-28,Completed,Partner,North
538,2131,2024-06-07,Completed,Web,North
539,2782,2026-02-24,Completed,Partner,North
540,1899,2026-01-08,Completed,Mobile,North
541,150,2026-01-16,Completed,Web,North
542,2644,2025-02-12,Completed,Mobile,South
543,917,2024-12-10,Completed,Partner,South
544,597,2025-07-19,Completed,Partner,West
545,135,2024-08-10,Completed,Web,South
546,571,2024-02-09,Completed,Mobile,East
547,978,2024-11-07,Completed,Partner,North
548,2662,2024-08-16,Completed,Web,North
549,21,2026-05-28,Completed,Mobile,North
550,2056,2025-04-19,Completed,Mobile,North
551,1747,2025-03-02,Pending,Partner,West
552,2759,2025-01-15,Completed,Mobile,South
553,1958,2026-02-24,Completed,Mobile,East
554,225,2024-04-07,Completed,Partner,East
555,1328,2026-04-28,Completed,Web,West
556,1617,2025-12-20,Completed,Web,North
557,1979,2024-08-19,Completed,Web,West
558,596,2025-02-07,Completed,Mobile,West
559,1712,2026-04-20,Completed,Mobile,East
560,1787,2024-11-21,Completed,Partner,East
561,1854,2026-01-13,Completed,Partner,East
562,1770,2024-03-02,Completed,Mobile,South
563,2720,2024-07-15,Completed,Web,East
564,2964,2025-08-19,Completed,Partner,West
565,781,2024-12-19,Completed,Web,North
566,998,2025-05-05,Completed,Mobile,North
567,2411,2025-10-29,Cancelled,Web,South
568,1896,2025-03-31,Cancelled,Mobile,West
569,1279,2025-02-19,Completed,Mobile,North
570,1255,2024-12-15,Completed,Mobile,North
571,144,2024-08-11,Completed,Partner,West
572,2180,2025-06-28,Cancelled,Web,North
573,2287,2024-08-10,Completed,Web,South
574,116,2024-04-10,Completed,Partner,East
575,1144,2026-04-25,Cancelled,Mobile,North
576,1755,2024-09-09,Pending,Mobile,West
577,2240,2026-06-27,Cancelled,Partner,South
578,1502,2024-05-15,Completed,Web,West
579,2688,2024-10-24,Completed,Web,South
580,1150,2024-04-29,Completed,Web,West
581,2301,2026-06-16,Completed,Web,West
582,2425,2026-03-10,Completed,Web,South
583,2293,2025-11-14,Completed,Partner,North
584,1716,2025-10-15,Completed,Web,South
585,1460,2025-07-26,Completed,Web,East
586,394,2025-11-25,Pending,Partner,West
587,547,2025-09-01,Completed,Partner,East
588,556,2024-01-31,Completed,Web,North
589,793,2025-12-28,Completed,Mobile,East
590,2769,2025-07-27,Completed,Mobile,West
591,496,2025-11-01,Completed,Partner,North
592,1242,2025-12-29,Completed,Partner,South
593,780,2024-10-04,Completed,Web,North
594,2432,2026-01-09,Completed,Mobile,South
595,2200,2026-05-20,Completed,Mobile,North
596,1790,2024-04-05,Completed,Partner,East
597,884,2026-02-13,Completed,Mobile,East
598,1008,2024-01-20,Completed,Web,East
599,520,2025-08-08,Completed,Partner,East
600,2907,2025-09-18,Completed,Partner,South
601,1172,2024-11-10,Completed,Partner,West
602,552,2024-03-08,Cancelled,Partner,East
603,644,2024-12-14,Completed,Partner,East
604,2397,2025-02-20,Completed,Partner,West
605,307,2025-01-07,Completed,Partner,West
606,1877,2025-06-21,Completed,Partner,North
607,1347,2026-06-04,Completed,Web,North
608,1798,2024-07-09,Completed,Mobile,North
609,1026,2024-02-04,Completed,Partner,East
610,373,2025-12-31,Completed,Partner,West
611,1424,2026-01-12,Completed,Partner,South
612,327,2024-11-09,Completed,Mobile,South
613,715,2025-01-21,Completed,Partner,West
614,2806,2026-04-16,Completed,Web,South
615,1547,2026-04-22,Completed,Mobile,East
616,2976,2025-02-24,Completed,Mobile,South
617,2914,2026-03-25,Completed,Partner,West
618,2410,2026-08-24,Cancelled,Mobile,North
619,815,2026-02-07,Completed,Partner,North
620,2664,2025-04-02,Completed,Web,West
621,2991,2024-06-05,Completed,Mobile,West
622,1729,2025-03-14,Completed,Partner,East
623,195,2026-06-08,Completed,Mobile,West
624,2973,2024-09-14,Completed,Web,West
625,1637,2026-01-15,Completed,Mobile,North
626,793,2024-09-27,Completed,Web,East
627,2291,2025-12-21,Completed,Partner,East
628,1005,2025-04-11,Completed,Mobile,North
629,883,2025-08-11,Completed,Mobile,South
630,952,2026-04-05,Completed,Mobile,South
631,36,2024-11-27,Cancelled,Mobile,West
632,172,2025-08-21,Completed,Mobile,North
633,2068,2025-05-04,Completed,Partner,North
634,2297,2024-07-27,Completed,Mobile,West
635,2220,2025-05-06,Cancelled,Mobile,South
636,1509,2026-05-07,Cancelled,Partner,South
