payment_id,order_id,payment_date,amount,method,status
145,145,2026-01-12,1180.48,Bank,Paid
146,146,2024-05-16,8906.18,Wallet,Paid
147,147,2026-06-27,1725.91,Card,Paid
148,148,2024-03-02,2785.61,Wallet,Paid
149,149,2025-01-24,167.28,Card,Paid
150,150,2025-07-13,3301.13,Bank,Paid
151,151,2025-11-01,1490.15,Wallet,Paid
152,152,2025-04-16,2427.12,Bank,Paid
153,153,2026-04-28,1700.31,UPI,Paid
154,154,2026-07-05,1440.22,Wallet,Failed
155,155,2024-08-30,1323.3,Wallet,Paid
156,156,2026-03-22,2136.15,Wallet,Paid
157,157,2025-07-29,3275.48,Bank,Paid
158,158,2025-10-11,3683.31,UPI,Paid
159,159,2024-07-11,453.11,Wallet,Paid
160,160,2024-10-24,2258.92,Card,Paid
161,161,2024-12-07,1816.87,UPI,Paid
162,162,2025-12-09,1504.34,Bank,Paid
163,163,2025-02-15,908.48,Bank,Paid
164,164,2025-01-26,2583.82,Wallet,Paid
165,165,2024-07-20,4049.34,Bank,Paid
166,166,2025-05-24,4385.0,Card,Paid
167,167,2026-07-31,1440.97,Wallet,Paid
168,168,2025-07-06,4177.31,Bank,Paid
169,169,2026-02-28,2210.92,UPI,Paid
170,170,2025-12-03,6884.19,Card,Paid
171,171,2025-11-15,4414.12,Wallet,Paid
172,172,2025-08-09,11113.45,Card,Paid
173,173,2024-05-05,38.2,Wallet,Paid
174,174,2025-03-14,7453.76,Card,Paid
175,175,2025-08-10,977.01,UPI,Pending
176,176,2025-05-26,4716.85,Bank,Paid
177,177,2025-06-03,1447.48,Wallet,Paid
178,178,2024-04-02,6228.64,Bank,Pending
179,179,2024-10-06,2254.49,UPI,Paid
180,180,2025-12-22,3337.02,Wallet,Paid
181,181,2026-07-18,346.59,Wallet,Paid
182,182,2024-04-14,1129.16,Wallet,Paid
183,183,2025-01-04,2099.85,Wallet,Paid
184,184,2026-06-14,1426.89,Bank,Paid
185,185,2025-09-30,5624.57,Bank,Paid
186,186,2026-03-06,809.82,Bank,Paid
187,187,2024-04-02,1173.51,Bank,Paid
188,188,2024-06-13,2567.53,Card,Paid
189,189,2025-12-17,564.21,Wallet,Paid
190,190,2024-03-02,1475.76,Wallet,Paid
191,191,2025-09-01,617.48,UPI,Paid
192,192,2026-08-09,1768.23,UPI,Paid
193,193,2024-11-18,469.06,Wallet,Paid
194,194,2026-03-02,2867.23,Wallet,Paid
195,195,2025-04-30,1232.32,Bank,Paid
196,196,2024-03-09,1714.85,Wallet,Paid
197,197,2024-09-15,3046.93,Card,Paid
198,198,2025-05-10,4557.98,Card,Paid
199,199,2025-04-24,687.82,Card,Paid
200,200,2024-03-16,5106.79,UPI,Paid
201,201,2025-09-20,422.09,Wallet,Paid
202,202,2025-04-16,3184.8,Wallet,Paid
203,203,2025-02-22,2801.33,UPI,Paid
204,204,2024-11-27,563.78,Card,Paid
205,205,2025-11-24,3504.32,Wallet,Paid
206,206,2024-08-27,5916.27,UPI,Paid
207,207,2024-12-24,1985.51,Wallet,Paid
208,208,2024-06-26,786.05,Wallet,Paid
209,209,2025-07-26,4768.25,Card,Paid
210,210,2025-09-06,2209.51,UPI,Paid
211,211,2025-02-01,561.79,UPI,Paid
212,212,2025-01-08,4291.4,Bank,Paid
213,213,2026-04-14,3905.37,Wallet,Paid
214,214,2025-06-15,2310.27,Bank,Paid
215,215,2026-03-13,3384.43,UPI,Paid
216,216,2025-07-13,5093.56,Card,Paid
217,217,2024-04-18,1875.42,Card,Paid
218,218,2024-03-15,1890.29,UPI,Paid
219,219,2026-03-02,2339.35,Bank,Paid
220,220,2024-11-09,2242.83,Bank,Paid
221,221,2024-11-25,3592.33,Wallet,Paid
222,222,2024-08-15,3341.89,Bank,Paid
223,223,2026-03-23,5082.89,UPI,Paid
224,224,2025-08-05,9189.73,Card,Paid
225,225,2026-04-24,2380.35,Bank,Paid
226,226,2025-03-01,1555.95,Wallet,Paid
227,227,2024-09-21,4678.94,Bank,Paid
228,228,2025-11-01,2267.53,UPI,Paid
229,229,2025-07-13,6746.49,Wallet,Paid
230,230,2024-08-07,743.29,Card,Paid
231,231,2026-04-14,3584.79,Bank,Paid
232,232,2026-03-21,1695.95,Bank,Paid
233,233,2025-07-05,3934.67,UPI,Paid
234,234,2026-02-17,4653.54,Bank,Paid
235,235,2026-04-09,246.61,Wallet,Pending
236,236,2025-05-25,1362.76,Bank,Paid
237,237,2025-08-27,190.75,Bank,Paid
238,238,2024-03-11,2565.7,Card,Paid
239,239,2024-04-20,4091.45,Bank,Paid
240,240,2025-10-31,5834.01,Bank,Paid
241,241,2025-10-04,2854.26,Wallet,Paid
242,242,2025-10-01,5694.03,Card,Paid
243,243,2025-10-10,5909.39,Bank,Paid
244,244,2024-11-08,3329.82,Card,Paid
245,245,2025-12-01,4054.75,Bank,Paid
246,246,2025-09-04,3200.11,UPI,Paid
247,247,2024-01-02,2582.5,Wallet,Failed
248,248,2024-02-17,841.59,UPI,Pending
249,249,2025-08-02,4511.55,UPI,Paid
250,250,2026-04-25,308.92,Wallet,Paid
251,251,2024-03-04,4500.07,Wallet,Paid
252,252,2024-02-10,3312.41,UPI,Paid
253,253,2026-03-23,3322.27,Card,Paid
254,254,2025-07-21,527.67,UPI,Paid
255,255,2025-10-21,3014.78,Wallet,Paid
256,256,2026-01-28,1738.97,Wallet,Paid
257,257,2025-05-12,5274.59,UPI,Paid
258,258,2024-06-12,1914.37,Wallet,Paid
259,259,2025-11-10,805.16,Bank,Paid
260,260,2024-04-01,198.88,Wallet,Paid
261,261,2025-11-10,8001.34,Card,Paid
262,262,2024-11-03,1320.81,Wallet,Paid
263,263,2026-07-16,1726.62,Card,Paid
264,264,2026-04-19,450.81,UPI,Paid
265,265,2024-11-19,5302.1,Bank,Paid
266,266,2024-09-14,3553.99,UPI,Paid
267,267,2024-11-23,4116.26,Wallet,Paid
268,268,2025-12-08,4154.79,Bank,Paid
269,269,2024-01-06,741.16,UPI,Paid
270,270,2024-06-05,3304.38,Wallet,Paid
271,271,2026-08-07,3414.15,Wallet,Paid
272,272,2025-11-23,2951.53,Card,Paid
273,273,2025-08-28,1393.91,Card,Paid
274,274,2025-09-07,2573.75,Wallet,Pending
275,275,2024-01-18,2171.76,Wallet,Paid
276,276,2025-01-30,2229.89,Wallet,Paid
277,277,2025-10-13,1325.18,Card,Paid
278,278,2024-10-19,3400.53,UPI,Paid
279,279,2025-10-23,609.83,Bank,Paid
280,280,2025-03-27,2946.34,Card,Paid
281,281,2024-11-30,3707.16,Wallet,Paid
282,282,2025-10-08,2284.78,Bank,Paid
283,283,2026-03-10,2261.71,Card,Paid
284,284,2025-02-14,3000.39,Wallet,Paid
285,285,2024-01-27,3330.14,UPI,Paid
286,286,2025-03-24,2602.75,Bank,Paid
287,287,2024-12-23,5478.77,UPI,Paid
288,288,2024-12-25,1287.31,Wallet,Paid
289,289,2024-02-28,1932.66,UPI,Paid
290,290,2026-02-22,3425.01,Bank,Paid
291,291,2025-12-03,5700.51,Bank,Paid
292,292,2024-08-28,5682.18,UPI,Paid
293,293,2025-08-30,1320.84,UPI,Failed
294,294,2025-12-22,2637.0,Bank,Paid
295,295,2025-09-26,1192.43,Card,Paid
296,296,2026-07-05,2150.89,UPI,Paid
297,297,2024-03-22,9092.97,Bank,Paid
298,298,2025-10-11,3032.79,Card,Paid
299,299,2026-02-07,2608.49,Wallet,Paid
300,300,2025-08-20,1551.96,UPI,Paid
301,301,2024-03-28,338.68,Bank,Paid
302,302,2026-02-23,6383.48,Bank,Pending
303,303,2024-02-15,6393.43,UPI,Paid
304,304,2026-04-17,872.05,Bank,Paid
305,305,2026-06-08,10400.74,Bank,Paid
306,306,2026-05-04,298.96,Card,Paid
307,307,2026-03-01,2235.44,Card,Paid
308,308,2025-05-19,4022.53,Bank,Paid
309,309,2025-01-09,4929.74,Bank,Paid
310,310,2026-05-08,948.41,Bank,Paid
311,311,2024-10-26,3051.73,UPI,Failed
312,312,2026-01-20,3782.6,Card,Failed
313,313,2024-11-18,3483.49,Bank,Paid
314,314,2025-08-16,4079.34,Bank,Paid
315,315,2025-02-23,1668.6,Bank,Paid
316,316,2024-04-09,1897.82,Card,Paid
317,317,2024-01-15,2853.52,Bank,Paid
318,318,2025-10-18,2575.81,Bank,Paid
319,319,2024-07-21,1798.47,Bank,Paid
320,320,2026-03-05,967.84,Wallet,Paid
321,321,2025-05-10,461.58,Bank,Paid
322,322,2026-01-14,5439.18,Wallet,Paid
323,323,2026-01-04,5328.2,UPI,Paid
324,324,2024-01-17,654.99,Card,Paid
325,325,2025-01-28,3747.33,Card,Paid
326,326,2024-01-11,1835.67,UPI,Paid
327,327,2026-05-30,2332.65,Wallet,Paid
328,328,2024-02-01,4005.53,UPI,Paid
329,329,2025-07-28,1348.65,Bank,Paid
330,330,2025-01-26,1361.22,Bank,Paid
331,331,2024-07-06,371.16,UPI,Paid
332,332,2026-02-02,856.81,Wallet,Paid
333,333,2025-01-18,1951.64,Card,Paid
334,334,2026-05-04,4610.31,Bank,Failed
335,335,2025-04-15,3513.34,Card,Paid
336,336,2025-05-07,6047.68,Card,Paid
337,337,2026-06-22,4320.08,Card,Paid
338,338,2025-12-25,2298.19,UPI,Paid
339,339,2025-01-12,4272.62,Wallet,Paid
340,340,2025-08-05,4105.07,Card,Paid
341,341,2024-05-29,5508.06,Card,Paid
342,342,2024-11-03,2933.27,UPI,Paid
343,343,2025-03-24,644.34,Card,Paid
344,344,2025-03-10,3654.49,Card,Paid
345,345,2024-09-27,2887.36,Card,Paid
346,346,2024-12-23,4314.54,Bank,Paid
347,347,2024-04-06,1071.3,UPI,Paid
348,348,2024-04-19,589.97,Bank,Paid
349,349,2025-01-20,3475.63,Wallet,Paid
350,350,2024-02-15,1211.91,Bank,Paid
351,351,2025-06-17,2467.71,Bank,Paid
352,352,2025-06-23,944.25,UPI,Paid
353,353,2025-07-15,2007.69,UPI,Paid
354,354,2024-10-19,6950.22,Wallet,Paid
355,355,2026-05-04,5921.23,UPI,Failed
356,356,2024-07-27,1635.71,UPI,Paid
357,357,2025-04-16,4499.75,Wallet,Paid
358,358,2025-06-27,2029.81,Bank,Paid
359,359,2025-04-07,2892.36,Wallet,Paid
360,360,2025-09-03,4447.78,Card,Paid
361,361,2026-04-07,284.89,Card,Paid
362,362,2024-09-30,1885.72,Card,Paid
363,363,2024-02-13,857.66,Wallet,Paid
364,364,2025-11-25,1749.18,UPI,Paid
365,365,2026-07-25,994.01,Bank,Pending
366,366,2024-06-04,4725.73,UPI,Paid
367,367,2024-02-17,3321.37,Wallet,Paid
368,368,2026-01-20,2005.8,Wallet,Pending
369,369,2024-08-11,250.6,Bank,Paid
370,370,2025-02-18,2593.99,Card,Paid
371,371,2026-02-08,1266.19,Card,Paid
372,372,2025-07-24,1083.22,Bank,Paid
373,373,2026-08-04,4289.81,Wallet,Paid
374,374,2025-05-09,6010.49,Wallet,Paid
375,375,2024-04-21,3141.34,Bank,Paid
376,376,2024-07-02,5396.01,Wallet,Paid
377,377,2026-05-22,4993.53,Bank,Paid
378,378,2026-06-30,6725.18,UPI,Paid
379,379,2026-03-29,6469.68,Card,Paid
380,380,2025-01-21,4147.57,Bank,Failed
381,381,2024-02-03,4641.74,Wallet,Paid
382,382,2026-06-05,5534.71,Bank,Paid
383,383,2026-03-02,795.76,Bank,Paid
384,384,2026-07-11,2560.95,Card,Paid
385,385,2024-10-05,586.0,Wallet,Failed
386,386,2024-12-12,999.62,Card,Paid
387,387,2025-07-25,1346.4,Card,Paid
388,388,2024-01-03,4941.52,Wallet,Paid
389,389,2025-12-19,1880.06,Bank,Paid
390,390,2025-07-14,3692.22,UPI,Paid
391,391,2026-02-03,8432.0,Bank,Paid
392,392,2026-01-19,498.74,Bank,Paid
393,393,2025-03-12,4833.9,Wallet,Paid
394,394,2024-11-11,2521.57,UPI,Paid
395,395,2025-11-20,3024.87,Card,Paid
396,396,2026-04-22,6559.2,UPI,Paid
397,397,2026-03-18,5134.23,Card,Paid
398,398,2024-05-29,2300.37,Wallet,Paid
399,399,2024-11-08,2468.78,UPI,Paid
400,400,2025-03-31,618.68,Bank,Paid
401,401,2026-04-30,988.51,Card,Paid
402,402,2025-10-16,3044.75,UPI,Paid
403,403,2025-12-20,3915.56,Wallet,Paid
404,404,2026-03-04,5379.04,Bank,Paid
405,405,2024-07-14,3678.14,Card,Paid
406,406,2024-09-23,2425.47,Wallet,Paid
407,407,2024-05-11,2492.33,Card,Paid
408,408,2025-12-19,1214.3,Wallet,Paid
409,409,2024-01-07,1873.39,Wallet,Paid
410,410,2025-09-26,4214.85,Card,Paid
411,411,2025-06-14,2504.16,Bank,Paid
412,412,2025-01-15,1710.46,Bank,Paid
413,413,2025-05-05,3537.6,UPI,Paid
414,414,2026-03-11,3951.54,Card,Paid
415,415,2025-03-18,751.76,Bank,Paid
416,416,2024-06-11,2072.32,Card,Paid
417,417,2024-12-04,3448.46,Wallet,Paid
418,418,2025-07-10,2141.61,Bank,Paid
419,419,2024-05-21,3707.01,Card,Paid
420,420,2024-12-24,198.11,UPI,Paid
421,421,2024-02-11,1961.7,Card,Paid
422,422,2026-03-26,3819.74,UPI,Paid
423,423,2025-01-04,127.51,Wallet,Paid
424,424,2024-09-09,869.13,Card,Paid
425,425,2026-02-26,4265.53,Card,Paid
426,426,2024-09-05,6980.33,Bank,Paid
427,427,2025-06-24,5496.98,Wallet,Paid
428,428,2026-03-04,4954.51,Card,Paid
429,429,2025-11-08,983.31,UPI,Paid
430,430,2026-03-10,4684.43,UPI,Paid
431,431,2025-10-26,1452.0,UPI,Paid
432,432,2024-05-08,273.78,Bank,Paid
433,433,2024-03-17,6322.74,UPI,Paid
434,434,2024-10-16,1502.6,Card,Paid
435,435,2024-03-15,5566.32,Wallet,Paid
436,436,2025-07-18,698.48,Card,Paid
437,437,2026-04-17,1263.0,UPI,Paid
438,438,2026-02-02,377.31,Bank,Paid
439,439,2024-01-03,2551.98,Wallet,Paid
440,440,2026-02-07,4715.9,Wallet,Paid
441,441,2024-10-12,1197.32,UPI,Paid
442,442,2025-02-17,1205.53,Bank,Paid
443,443,2026-06-10,3726.92,Wallet,Paid
444,444,2025-09-11,4155.56,Bank,Paid
445,445,2026-06-07,5741.77,Wallet,Paid
446,446,2024-01-06,5296.36,Wallet,Paid
447,447,2025-07-02,2833.76,Wallet,Paid
448,448,2024-10-06,513.41,Bank,Pending
449,449,2024-12-25,2298.46,Bank,Paid
450,450,2024-09-11,5476.46,Bank,Paid
451,451,2026-06-19,314.39,Wallet,Paid
452,452,2025-08-12,4324.59,Card,Paid
453,453,2026-05-09,3577.18,Wallet,Paid
454,454,2024-02-10,185.38,Wallet,Paid
455,455,2026-04-06,3194.24,Bank,Paid
456,456,2026-07-21,2007.69,Card,Paid
457,457,2025-01-26,972.15,UPI,Paid
458,458,2026-05-31,2594.2,Wallet,Failed
459,459,2024-02-06,1315.81,Card,Paid
460,460,2025-01-08,1387.42,Wallet,Paid
461,461,2026-01-19,1169.47,Bank,Paid
462,462,2024-08-09,3561.11,Wallet,Paid
463,463,2026-02-09,71.1,Wallet,Paid
464,464,2024-09-10,1604.64,Bank,Paid
465,465,2025-12-07,2741.24,Wallet,Paid
466,466,2024-05-06,2750.71,UPI,Paid
467,467,2026-01-17,2033.7,Wallet,Paid
468,468,2025-07-21,4066.42,Card,Pending
469,469,2026-02-20,2869.43,Bank,Paid
470,470,2026-05-26,2692.24,Bank,Paid
471,471,2026-08-22,4881.35,Card,Paid
472,472,2024-10-08,495.52,Bank,Paid
473,473,2024-07-09,1476.78,Wallet,Paid
474,474,2026-08-19,2831.97,Card,Paid
475,475,2024-10-20,3259.66,Wallet,Paid
476,476,2025-01-08,6904.25,Bank,Paid
477,477,2024-10-23,3833.01,UPI,Paid
478,478,2024-12-12,1568.28,UPI,Pending
479,479,2026-03-20,4676.35,UPI,Paid
480,480,2025-05-07,1511.15,Card,Paid
481,481,2024-09-09,94.94,UPI,Paid
482,482,2025-01-17,5153.41,Wallet,Paid
483,483,2025-03-17,6864.18,Wallet,Paid
484,484,2025-08-24,3102.69,Bank,Paid
485,485,2024-07-31,3321.23,UPI,Paid
486,486,2024-04-24,405.85,UPI,Paid
487,487,2025-01-10,1505.94,Bank,Paid
488,488,2025-05-23,3247.16,Card,Paid
489,489,2026-02-06,3080.6,UPI,Paid
490,490,2026-05-03,6063.61,Card,Paid
491,491,2026-06-05,1467.26,Card,Paid
492,492,2025-07-21,1162.45,Wallet,Paid
493,493,2025-04-25,3775.44,Wallet,Paid
494,494,2026-08-06,1126.33,UPI,Paid
495,495,2025-11-16,3010.49,UPI,Paid
496,496,2026-07-24,6176.26,Wallet,Paid
497,497,2025-07-02,1538.48,Wallet,Paid
498,498,2026-06-18,3978.33,Card,Paid
499,499,2024-10-20,442.18,UPI,Paid
500,500,2025-05-05,2342.56,UPI,Paid
501,501,2024-11-01,1046.7,Wallet,Failed
502,502,2024-04-14,8190.77,Card,Paid
503,503,2026-05-30,567.25,UPI,Paid
504,504,2026-08-16,2665.99,Bank,Paid
505,505,2025-07-17,5031.79,UPI,Paid
506,506,2024-11-27,681.83,UPI,Paid
507,507,2024-04-05,3405.82,UPI,Paid
508,508,2024-02-25,7757.99,Wallet,Paid
509,509,2024-02-19,4716.04,Bank,Paid
510,510,2024-06-13,2257.99,UPI,Paid
511,511,2024-01-05,2030.59,UPI,Paid
512,512,2026-04-09,1376.46,Wallet,Paid
513,513,2024-12-18,5731.5,Wallet,Failed
514,514,2025-05-02,2955.84,UPI,Paid
515,515,2024-11-06,3940.33,Card,Failed
516,516,2025-06-30,92.48,Card,Paid
517,517,2026-04-02,6357.57,UPI,Paid
518,518,2026-08-17,2336.63,UPI,Paid
519,519,2026-01-15,494.89,Card,Paid
520,520,2025-03-25,4583.16,Bank,Paid
521,521,2026-01-29,4772.77,UPI,Paid
522,522,2024-03-06,2195.55,Bank,Paid
523,523,2024-01-11,37.03,Card,Failed
524,524,2024-03-26,1285.86,Card,Paid
525,525,2024-11-01,4591.89,Bank,Paid
526,526,2026-03-15,1440.1,UPI,Failed
527,527,2025-06-21,2196.43,Card,Paid
528,528,2025-06-17,3690.25,UPI,Paid
529,529,2025-04-09,3904.9,Wallet,Paid
530,530,2024-09-05,7868.91,Card,Paid
531,531,2024-04-09,1118.96,Bank,Paid
532,532,2026-01-19,203.14,Wallet,Paid
533,533,2026-03-06,2067.77,Wallet,Paid
534,534,2025-12-07,4046.14,Bank,Paid
535,535,2026-03-16,2966.39,Wallet,Paid
536,536,2024-11-25,2519.39,Wallet,Paid
537,537,2024-03-28,3127.29,UPI,Paid
538,538,2024-06-07,2106.97,UPI,Paid
539,539,2026-02-24,426.61,UPI,Paid
540,540,2026-01-08,1398.08,Card,Paid
541,541,2026-01-16,3648.5,UPI,Paid
542,542,2025-02-12,3652.0,Bank,Paid
543,543,2024-12-10,141.15,Card,Paid
544,544,2025-07-19,4639.28,Card,Paid
545,545,2024-08-10,4304.3,UPI,Paid
546,546,2024-02-09,3670.02,Wallet,Paid
547,547,2024-11-07,1410.87,Bank,Paid
548,548,2024-08-16,2449.11,UPI,Paid
549,549,2026-05-28,173.66,Wallet,Paid
550,550,2025-04-19,3162.92,UPI,Paid
551,551,2025-03-02,8855.21,Card,Pending
552,552,2025-01-15,4821.62,UPI,Paid
553,553,2026-02-24,45.39,UPI,Paid
554,554,2024-04-07,7395.57,Wallet,Paid
555,555,2026-04-28,604.78,Card,Paid
556,556,2025-12-20,3226.23,Card,Paid
557,557,2024-08-19,2583.26,Wallet,Paid
558,558,2025-02-07,4175.63,Bank,Paid
559,559,2026-04-20,90.0,UPI,Paid
560,560,2024-11-21,2811.53,Bank,Paid
561,561,2026-01-13,806.52,Card,Paid
562,562,2024-03-02,4586.2,Card,Paid
563,563,2024-07-15,831.38,Bank,Paid
564,564,2025-08-19,68.1,Bank,Paid
565,565,2024-12-19,734.18,Bank,Paid
566,566,2025-05-05,3299.13,Wallet,Paid
567,567,2025-10-29,1206.91,Card,Pending
568,568,2025-03-31,3636.22,Card,Paid
569,569,2025-02-19,5657.65,Wallet,Paid
570,570,2024-12-15,4794.94,Wallet,Paid
571,571,2024-08-11,3292.16,UPI,Paid
572,572,2025-06-28,6554.94,UPI,Pending
573,573,2024-08-10,3852.62,UPI,Paid
574,574,2024-04-10,954.03,Card,Paid
575,575,2026-04-25,4523.39,Bank,Paid
576,576,2024-09-09,6320.33,Wallet,Pending
577,577,2026-06-27,4116.22,UPI,Pending
578,578,2024-05-15,4139.22,UPI,Paid
579,579,2024-10-24,2481.0,UPI,Paid
580,580,2024-04-29,3938.19,Wallet,Paid
581,581,2026-06-16,2407.99,UPI,Paid
582,582,2026-03-10,299.68,Wallet,Paid
583,583,2025-11-14,1769.1,Card,Paid
584,584,2025-10-15,514.25,Card,Paid
585,585,2025-07-26,5346.45,Wallet,Paid
