order_id,product_id,quantity,unit_price,discount
78,39,2,641.92,0.155
78,14,4,139.84,0.029
78,123,4,583.51,0.132
79,104,4,679.67,0.068
80,55,1,214.5,0.018
81,124,2,176.45,0.052
81,59,2,99.59,0.149
82,24,5,694.46,0.003
82,60,2,167.56,0.03
82,101,4,435.11,0.156
83,30,5,797.07,0.151
83,10,3,573.99,0.054
83,143,4,766.57,0.123
83,109,3,785.15,0.087
84,136,5,781.51,0.094
84,39,3,674.76,0.04
85,137,2,625.33,0.051
85,75,3,129.8,0.032
86,149,1,212.21,0.104
86,97,4,444.7,0.127
86,71,3,282.41,0.054
86,36,5,818.31,0.183
87,140,4,40.53,0.163
87,54,1,225.16,0.049
88,20,2,77.73,0.123
89,22,5,278.37,0.093
89,25,5,469.37,0.064
89,134,1,711.08,0.171
89,11,5,685.12,0.155
90,9,5,84.29,0.183
90,57,2,165.03,0.022
90,48,2,626.15,0.136
91,4,4,683.94,0.009
92,37,2,545.47,0.108
92,15,4,720.69,0.004
92,34,5,89.66,0.156
93,140,1,37.15,0.119
93,86,4,566.02,0.14
93,62,4,504.85,0.028
94,73,2,428.9,0.037
94,28,5,405.29,0.178
94,16,5,288.62,0.183
95,54,5,229.07,0.174
95,7,5,768.11,0.093
96,114,5,219.37,0.014
96,41,3,63.12,0.063
96,48,1,662.26,0.123
96,77,4,632.85,0.009
97,86,1,619.14,0.066
97,108,4,652.55,0.068
97,16,5,287.55,0.05
97,42,4,95.54,0.164
98,125,2,319.78,0.172
98,93,4,88.35,0.093
98,34,4,83.05,0.014
98,104,5,688.8,0.105
99,121,2,653.96,0.197
99,110,5,786.77,0.023
99,69,2,466.28,0.008
99,138,2,548.94,0.158
100,49,2,59.17,0.077
100,144,2,255.43,0.188
100,75,1,134.2,0.132
100,142,3,62.33,0.144
101,66,4,857.75,0.167
102,117,1,458.25,0.021
102,77,4,587.49,0.169
103,31,2,266.2,0.0
103,108,2,659.78,0.023
104,126,5,147.33,0.159
104,49,2,56.57,0.08
105,98,2,548.77,0.197
105,143,4,862.69,0.005
105,4,5,752.57,0.16
105,70,3,182.28,0.079
106,142,3,66.65,0.067
106,108,3,657.97,0.081
107,74,1,423.58,0.067
107,15,4,783.52,0.088
108,13,4,30.96,0.183
108,147,4,722.15,0.015
108,42,5,90.23,0.119
108,57,5,152.6,0.181
109,11,2,722.25,0.095
109,83,3,458.13,0.189
109,69,1,491.31,0.094
109,2,1,329.38,0.189
110,62,5,526.63,0.109
110,131,1,323.69,0.028
110,5,1,521.91,0.192
110,4,5,719.98,0.175
111,148,2,489.97,0.113
111,79,1,161.64,0.172
111,16,5,273.83,0.191
111,89,4,259.45,0.032
112,14,4,126.11,0.117
113,24,1,684.03,0.11
113,21,2,232.42,0.164
114,70,5,186.07,0.177
114,83,5,456.34,0.194
114,96,5,94.46,0.069
114,24,1,690.69,0.135
115,122,2,483.26,0.089
115,12,5,521.83,0.071
116,136,5,803.93,0.02
116,74,1,415.58,0.068
117,71,3,279.76,0.038
117,84,5,487.55,0.003
118,113,3,535.5,0.064
118,125,1,352.34,0.089
118,44,2,606.03,0.172
119,63,5,819.26,0.041
120,132,4,418.65,0.142
120,68,4,619.03,0.062
120,80,2,395.9,0.198
120,135,2,72.01,0.004
121,96,2,92.95,0.137
121,98,3,581.42,0.067
122,38,1,91.33,0.072
122,113,2,531.67,0.056
122,40,5,150.77,0.172
122,82,2,542.37,0.02
123,38,2,89.65,0.086
123,125,3,338.83,0.175
123,70,1,189.5,0.073
124,120,3,752.69,0.111
124,24,5,715.87,0.057
125,7,3,705.46,0.03
125,113,4,567.43,0.042
125,101,5,464.03,0.045
125,34,3,91.29,0.073
126,63,1,787.76,0.085
127,52,5,34.38,0.185
127,112,5,624.22,0.187
128,5,4,538.01,0.07
128,17,2,754.46,0.158
129,96,5,90.13,0.012
129,83,2,407.16,0.026
130,59,3,90.48,0.168
130,46,3,354.71,0.145
130,20,4,86.15,0.129
131,22,1,300.8,0.133
132,141,3,304.17,0.037
132,96,3,97.42,0.036
133,95,2,587.76,0.192
133,18,3,126.37,0.038
133,12,5,486.39,0.169
134,98,1,595.3,0.035
134,21,4,243.66,0.111
134,29,2,454.1,0.052
134,90,4,135.97,0.155
135,11,1,700.68,0.15
136,84,2,496.47,0.111
137,100,2,168.26,0.058
137,61,5,116.27,0.056
137,85,1,454.21,0.051
137,105,4,573.98,0.081
138,26,1,19.37,0.011
138,10,2,555.72,0.083
138,134,4,815.45,0.007
139,54,2,238.82,0.085
139,131,3,307.73,0.013
139,80,3,413.6,0.023
139,23,5,110.0,0.052
140,34,2,81.33,0.169
140,120,2,749.59,0.105
140,149,4,202.08,0.01
141,42,1,90.43,0.065
141,99,3,610.7,0.087
141,4,2,693.69,0.001
141,6,3,571.37,0.028
142,86,1,599.62,0.103
142,81,2,348.79,0.103
142,80,1,394.93,0.056
143,58,1,225.72,0.025
143,66,4,884.15,0.185
143,96,2,91.43,0.115
144,101,5,413.09,0.159
144,4,2,684.29,0.066
145,137,1,594.99,0.199
145,115,2,295.33,0.08
146,104,5,678.02,0.142
146,121,4,650.39,0.162
146,102,4,741.43,0.041
147,19,3,250.67,0.025
147,38,1,91.18,0.163
147,70,5,185.66,0.041
148,9,4,85.12,0.062
148,67,1,880.43,0.077
148,94,5,299.11,0.071
148,116,1,122.63,0.055
149,57,1,172.36,0.046
150,99,4,663.54,0.089
150,121,1,669.55,0.058
151,92,2,749.89,0.119
152,147,1,745.13,0.171
152,70,1,196.23,0.082
152,33,1,229.12,0.037
152,125,4,322.72,0.07
153,78,2,857.52,0.042
154,41,1,66.64,0.064
154,15,2,707.33,0.138
155,60,5,174.07,0.077
155,89,2,234.63,0.127
156,1,5,263.96,0.118
156,31,3,272.39,0.138
157,68,2,615.23,0.084
157,26,2,17.47,0.062
157,129,3,678.05,0.155
158,103,1,114.35,0.042
158,24,1,647.76,0.088
158,44,1,586.4,0.097
158,148,5,474.11,0.189
159,12,1,463.76,0.065
160,61,4,119.34,0.064
160,125,4,326.32,0.005
160,89,2,245.19,0.137
161,60,5,184.4,0.024
161,124,5,190.1,0.09
162,49,4,61.81,0.084
162,71,4,320.15,0.12
163,87,4,77.92,0.055
163,54,3,206.22,0.099
164,28,4,426.45,0.194
164,59,1,92.84,0.142
164,33,4,209.65,0.05
165,2,3,349.16,0.092
165,94,5,269.18,0.167
165,6,3,529.56,0.026
165,20,1,85.34,0.01
166,93,5,88.78,0.122
166,82,3,550.54,0.193
166,69,5,468.21,0.138
167,128,2,722.97,0.129
168,5,3,545.14,0.068
168,77,3,582.21,0.163
168,58,4,215.42,0.018
169,96,5,87.43,0.029
169,116,4,141.61,0.051
169,140,5,36.51,0.002
169,19,4,270.53,0.082
170,24,4,683.53,0.094
170,93,3,94.07,0.187
170,7,4,753.52,0.145
170,67,1,865.34,0.149
171,69,2,456.49,0.02
171,28,4,393.93,0.056
171,106,3,646.79,0.189
172,104,5,691.67,0.033
172,7,5,703.35,0.03
172,90,2,136.66,0.152
172,30,5,838.81,0.18
173,140,1,39.01,0.164
174,136,2,859.32,0.161
174,72,5,720.96,0.086
174,11,3,722.49,0.051
175,103,1,105.53,0.085
175,45,2,69.77,0.14
175,127,1,733.16,0.171
176,142,1,59.81,0.17
176,36,2,806.97,0.094
176,86,3,639.02,0.061
176,89,5,241.15,0.193
177,4,2,734.92,0.151
178,109,2,730.2,0.027
178,139,3,484.81,0.052
178,48,4,598.26,0.155
178,70,5,190.39,0.17
179,84,2,516.13,0.162
179,99,2,622.46,0.001
180,63,4,834.42,0.108
181,119,1,348.35,0.092
182,137,2,568.65,0.13
183,103,4,108.64,0.077
183,16,2,253.77,0.077
183,108,2,611.24,0.084
184,121,2,682.11,0.0
184,135,1,65.79,0.128
185,99,5,633.07,0.152
185,143,3,838.92,0.161
186,40,2,165.04,0.017
186,42,5,100.76,0.122
187,55,2,198.79,0.019
187,19,3,264.74,0.116
188,79,4,160.9,0.113
188,58,3,223.97,0.005
188,89,5,255.66,0.105
189,5,1,580.38,0.094
190,109,2,739.04,0.06
191,149,3,211.75,0.164
192,76,2,848.71,0.09
192,23,1,112.62,0.045
193,38,5,94.48,0.104
194,127,3,732.67,0.11
194,4,1,757.14,0.187
195,73,3,414.25,0.007
196,46,4,366.98,0.171
196,14,2,127.58,0.187
197,88,5,257.35,0.126
197,69,4,453.4,0.153
198,55,3,207.46,0.159
198,102,5,805.84,0.181
199,121,1,691.96,0.051
200,82,3,555.22,0.151
200,129,5,706.16,0.063
201,114,2,213.53,0.055
202,107,3,784.65,0.037
202,139,2,416.44,0.147
203,126,3,142.97,0.128
203,104,1,637.53,0.114
203,46,5,352.78,0.125
204,82,1,574.61,0.17
205,147,5,701.33,0.044
206,107,2,824.11,0.008
206,130,5,860.57,0.146
207,112,3,677.1,0.15
208,80,2,395.41,0.107
209,112,2,606.48,0.162
209,145,1,298.94,0.037
209,85,5,419.88,0.142
209,73,3,404.4,0.158
210,131,1,332.45,0.088
210,84,4,480.24,0.006
211,34,1,80.87,0.179
211,37,1,496.98,0.18
212,123,3,623.17,0.071
212,97,5,486.33,0.127
213,68,4,656.07,0.065
213,150,5,268.12,0.14
214,31,4,271.94,0.05
214,48,2,623.8,0.077
215,1,3,252.63,0.161
215,92,1,652.61,0.103
215,113,4,518.32,0.018
216,97,1,493.78,0.027
216,114,5,229.99,0.106
216,49,4,57.15,0.073
216,7,5,666.88,0.166
217,68,2,631.51,0.182
217,103,1,101.21,0.031
217,18,4,131.89,0.189
218,60,4,170.99,0.174
218,99,2,607.73,0.126
219,39,2,719.69,0.066
219,131,2,325.62,0.189
219,116,2,130.84,0.088
220,85,5,460.4,0.171
221,48,5,668.15,0.066
221,141,1,328.05,0.095
222,52,4,35.32,0.185
222,102,3,759.45,0.159
222,125,3,320.73,0.175
223,85,2,436.43,0.189
223,134,5,813.75,0.083
223,45,4,70.17,0.073
224,136,3,844.22,0.132
224,139,5,473.38,0.147
224,123,5,644.29,0.197
224,144,5,242.24,0.162
225,123,4,612.47,0.061
226,28,1,400.31,0.056
226,7,1,701.32,0.01
226,1,2,235.68,0.069
227,40,4,155.69,0.085
227,45,1,72.57,0.074
227,143,5,805.29,0.128
228,90,3,145.6,0.171
228,55,1,228.74,0.037
228,105,3,552.35,0.033
229,37,4,549.61,0.106
229,101,5,424.69,0.054
229,114,4,210.23,0.144
229,78,2,852.12,0.093
230,79,5,149.22,0.138
231,114,1,218.76,0.07
231,67,4,851.92,0.189
232,85,4,430.76,0.015
233,15,5,801.89,0.113
234,57,4,153.75,0.007
234,60,2,173.0,0.146
234,67,4,823.5,0.021
234,96,5,96.73,0.176
235,1,1,250.37,0.017
236,1,5,250.6,0.153
236,13,5,29.95,0.101
237,41,3,64.32,0.156
238,62,5,519.64,0.135
239,45,1,65.63,0.191
239,15,4,811.05,0.054
239,41,3,64.82,0.159
239,125,2,334.41,0.094
240,111,3,788.98,0.079
240,27,2,655.67,0.187
240,80,5,443.16,0.131
241,45,5,71.28,0.189
241,62,5,510.57,0.019
242,90,4,131.1,0.141
242,113,2,590.19,0.012
242,15,4,740.52,0.193
242,47,2,553.03,0.167
243,92,5,672.52,0.005
243,69,5,457.9,0.185
243,46,1,337.53,0.159
244,128,4,796.83,0.148
244,118,3,48.61,0.174
245,84,2,512.24,0.16
245,110,4,774.46,0.091
246,1,2,257.33,0.062
246,8,2,311.19,0.157
246,83,5,416.15,0.191
247,39,4,660.28,0.144
248,111,1,858.58,0.046
249,88,2,291.34,0.143
249,94,5,273.71,0.118
249,104,4,659.76,0.005
250,51,4,77.75,0.095
251,10,4,612.78,0.073
251,34,4,81.8,0.112
251,79,2,167.18,0.061
251,119,4,356.31,0.091
252,133,4,690.96,0.121
252,90,4,137.45,0.061
253,53,3,277.61,0.041
253,71,3,285.27,0.029
253,101,4,421.86,0.034
254,12,1,536.77,0.002
255,111,4,776.79,0.094
256,74,4,438.22,0.105
257,59,3,100.21,0.107
257,78,5,877.12,0.044
257,42,2,100.02,0.014
257,31,2,272.44,0.001
258,39,3,657.18,0.154
259,63,1,828.33,0.05
260,33,1,204.81,0.144
261,143,5,811.29,0.005
261,137,4,602.17,0.01
261,28,4,389.06,0.173
262,34,2,91.67,0.045
262,3,4,143.53,0.191
262,141,2,293.59,0.161
263,127,1,844.54,0.056
263,143,1,886.71,0.088
264,33,2,231.87,0.109
265,16,3,276.66,0.087
265,18,5,132.01,0.121
265,27,1,674.54,0.053
265,102,4,824.72,0.047
266,11,5,724.14,0.196
267,43,3,575.91,0.14
267,73,1,415.06,0.014
267,108,3,690.5,0.077
268,106,1,599.46,0.034
268,96,2,84.04,0.176
268,87,1,86.83,0.118
268,143,4,852.84,0.124
269,102,1,762.72,0.054
270,102,4,829.86,0.188
271,65,4,864.24,0.106
272,140,4,38.01,0.022
272,86,3,624.7,0.133
272,131,3,324.59,0.099
273,40,5,161.64,0.064
273,55,3,204.16,0.13
274,9,1,90.17,0.109
274,125,4,367.03,0.139
274,51,2,75.78,0.119
274,55,4,220.05,0.021
275,43,2,567.36,0.11
275,39,1,707.88,0.155
275,51,5,72.25,0.075
276,40,1,157.21,0.147
276,150,3,303.08,0.061
276,138,2,545.44,0.196
276,116,1,126.7,0.183
277,16,5,269.35,0.058
278,50,4,617.91,0.176
278,57,1,172.69,0.133
278,58,1,246.03,0.151
278,10,1,547.36,0.126
279,8,2,311.18,0.117
280,28,5,374.59,0.002
280,119,3,385.94,0.076
281,80,2,402.23,0.167
281,89,5,256.87,0.159
281,95,1,611.27,0.083
281,25,2,506.73,0.061
282,7,3,714.69,0.106
282,118,4,43.66,0.048
283,60,3,183.47,0.142
283,83,2,469.21,0.091
283,3,5,137.31,0.021
283,90,1,131.7,0.047
284,47,5,553.87,0.081
284,59,3,99.54,0.192
285,28,4,379.96,0.046
285,108,3,610.32,0.194
286,82,5,521.04,0.141
287,30,5,895.88,0.05
287,49,1,59.91,0.183
287,63,1,821.54,0.106
287,88,1,255.29,0.108
288,9,2,88.47,0.122
288,19,3,252.69,0.003
288,45,5,72.4,0.012
289,132,5,394.4,0.042
290,14,1,135.67,0.15
290,137,4,566.78,0.119
290,18,4,137.4,0.164
290,61,5,108.64,0.18
291,40,2,154.29,0.174
291,60,1,162.66,0.139
291,72,4,702.75,0.173
291,82,5,518.44,0.174
292,31,2,268.07,0.158
292,47,5,561.35,0.113
292,69,5,473.02,0.189
293,93,5,82.34,0.095
293,20,1,81.12,0.069
293,130,1,834.61,0.188
294,92,4,671.19,0.104
295,96,3,95.19,0.06
295,148,2,460.9,0.138
296,73,3,423.11,0.041
296,142,1,59.86,0.061
296,139,2,434.64,0.157
297,86,5,603.16,0.087
297,5,3,599.58,0.154
297,65,5,856.68,0.115
298,53,4,274.22,0.061
298,27,2,666.53,0.167
298,135,2,65.91,0.124
298,106,1,563.22,0.102
299,124,3,175.28,0.191
299,43,3,525.34,0.178
299,34,1,86.68,0.03
299,80,1,440.91,0.179
300,30,2,787.64,0.173
301,96,4,86.18,0.192
302,60,1,167.9,0.023
302,107,5,767.46,0.15
302,69,5,493.9,0.053
303,69,3,457.68,0.171
303,27,2,698.31,0.084
303,137,5,563.33,0.064
303,74,2,428.61,0.027
304,71,3,293.4,0.027
305,143,4,821.97,0.137
305,44,4,654.41,0.174
305,83,5,408.6,0.048
305,102,3,839.94,0.087
306,49,5,59.84,0.164
307,23,2,104.66,0.046
307,137,1,613.95,0.172
307,81,4,370.09,0.135
308,150,5,269.14,0.174
308,22,5,267.99,0.107
308,73,3,455.61,0.103
309,68,4,614.18,0.157
309,54,5,237.47,0.107
309,97,3,451.26,0.062
310,26,3,18.91,0.166
310,149,2,222.99,0.177
310,83,1,461.04,0.096
311,56,3,658.3,0.184
311,79,3,160.85,0.063
311,87,5,79.85,0.129
311,38,3,88.12,0.086
312,21,3,249.56,0.092
312,86,5,624.65,0.08
313,15,2,814.81,0.178
313,133,2,618.75,0.06
313,7,1,723.94,0.163
314,69,5,477.29,0.135
314,99,3,604.3,0.055
315,107,1,806.7,0.025
315,80,2,443.56,0.129
316,83,3,447.44,0.054
316,133,1,610.68,0.045
317,42,2,99.3,0.067
317,11,4,675.59,0.049
318,73,4,402.94,0.062
318,58,1,235.83,0.162
318,134,1,764.24,0.173
319,100,5,193.53,0.182
319,31,3,284.66,0.08
320,81,2,377.1,0.036
320,49,4,58.86,0.101
321,25,1,466.68,0.107
322,97,4,470.59,0.165
322,67,3,816.71,0.089
322,3,5,155.44,0.01
322,20,4,85.56,0.025
323,82,5,563.38,0.129
323,68,4,628.29,0.058
324,49,4,54.59,0.093
324,90,2,127.04,0.09
324,100,1,188.55,0.069
325,110,1,750.2,0.135
325,123,5,610.21,0.152
326,133,3,612.26,0.052
327,85,5,463.48,0.182
327,26,3,17.3,0.016
328,85,4,431.63,0.153
328,144,5,221.77,0.153
328,124,3,176.47,0.111
328,133,1,662.85,0.091
329,118,3,50.35,0.117
329,126,1,159.99,0.02
329,32,1,585.94,0.164
329,19,2,243.06,0.079
330,50,2,629.46,0.079
330,61,1,108.72,0.045
331,51,3,73.18,0.186
331,57,1,157.33,0.135
332,54,2,216.88,0.015
332,3,3,148.67,0.133
333,16,3,274.4,0.069
333,64,3,312.71,0.044
333,23,2,102.22,0.13
334,21,5,258.66,0.181
334,20,3,86.87,0.166
334,44,4,636.21,0.046
334,108,1,649.52,0.107
335,77,3,653.14,0.06
335,72,2,747.86,0.155
335,118,2,50.05,0.056
336,7,1,741.25,0.149
336,92,5,726.62,0.084
336,74,2,409.75,0.185
336,62,2,507.86,0.131
337,12,5,492.63,0.107
337,104,3,629.94,0.07
338,43,4,537.3,0.023
338,100,1,191.68,0.183
339,40,3,170.94,0.104
339,107,5,754.07,0.047
340,42,2,92.17,0.126
340,64,5,321.62,0.136
340,5,4,584.11,0.093
341,43,5,497.31,0.045
341,48,3,586.3,0.04
341,72,2,716.16,0.105
342,72,4,736.31,0.071
343,18,5,130.79,0.084
344,13,5,29.41,0.06
344,20,4,76.4,0.193
344,56,5,647.36,0.193
345,148,1,455.31,0.101
345,48,4,629.67,0.069
346,35,1,770.43,0.085
346,103,5,115.01,0.033
346,60,4,179.21,0.053
346,106,4,584.92,0.11
347,118,3,44.34,0.18
347,116,2,122.95,0.064
347,144,3,233.12,0.2
348,149,3,201.44,0.08
349,48,5,664.89,0.153
349,60,1,181.11,0.068
350,133,2,616.23,0.133
351,145,3,293.96,0.129
351,133,2,679.16,0.096
351,90,2,143.2,0.044
352,144,4,238.23,0.011
353,67,1,779.72,0.18
353,33,2,230.88,0.149
353,134,1,818.1,0.024
354,104,2,695.47,0.118
354,67,4,786.6,0.096
354,50,4,651.01,0.193
355,86,5,587.22,0.115
355,31,3,304.3,0.036
355,79,3,161.48,0.132
355,30,2,877.16,0.028
356,142,1,64.84,0.084
356,35,2,810.01,0.047
357,77,1,615.39,0.142
357,15,5,776.65,0.163
357,142,1,67.09,0.002
358,73,2,399.97,0.136
358,47,2,617.21,0.132
359,117,1,476.69,0.011
359,9,5,86.51,0.196
359,72,3,689.79,0.072
360,55,3,220.84,0.114
360,139,2,428.06,0.037
360,109,4,757.81,0.104
361,150,1,291.13,0.165
362,148,4,476.79,0.103
363,73,2,433.83,0.11
364,51,3,70.9,0.042
364,55,3,218.81,0.013
364,91,4,226.36,0.056
365,46,3,333.98,0.163
366,112,5,662.05,0.106
366,55,2,217.18,0.167
366,10,2,562.05,0.03
367,136,4,839.0,0.063
368,73,2,405.84,0.139
368,79,1,157.55,0.171
368,37,2,530.15,0.2
369,87,3,84.3,0.173
370,133,3,701.6,0.067
370,82,1,543.53,0.072
371,100,3,185.21,0.141
371,144,3,247.79,0.1
372,62,2,543.88,0.153
373,18,4,137.36,0.04
373,128,3,817.95,0.007
373,94,5,278.78,0.161
374,36,5,743.34,0.144
374,116,5,137.98,0.184
374,45,5,72.37,0.074
374,99,2,642.81,0.069
375,95,1,597.97,0.195
375,68,4,638.28,0.157
376,119,2,351.26,0.093
376,121,3,618.31,0.132
376,96,4,89.79,0.132
376,106,4,642.85,0.127
377,45,5,64.48,0.011
377,146,4,514.51,0.116
377,135,1,71.21,0.056
377,84,5,531.58,0.173
378,32,5,590.96,0.065
378,114,1,233.41,0.022
378,24,5,709.36,0.145
378,51,1,72.01,0.145
379,11,5,630.69,0.143
379,123,5,662.97,0.14
379,100,1,169.99,0.189
380,29,5,450.5,0.166
380,127,2,757.32,0.06
380,1,2,236.02,0.08
381,138,2,575.85,0.044
381,4,5,718.65,0.094
382,28,1,425.94,0.096
382,35,5,805.23,0.075
382,6,2,549.03,0.131
383,102,1,816.25,0.197
384,73,3,406.43,0.123
384,53,5,274.86,0.03
385,141,2,298.3,0.088
386,103,3,112.83,0.134
386,129,1,662.44,0.014
387,139,3,450.27,0.116
388,136,3,770.98,0.119
388,38,3,83.08,0.03
388,52,4,35.61,0.072
388,63,3,787.6,0.085
389,1,5,249.78,0.139
389,149,3,222.7,0.04
390,128,2,708.54,0.195
390,137,4,571.67,0.042
391,1,5,256.27,0.089
391,112,4,630.33,0.157
391,86,4,602.68,0.106
391,29,5,474.47,0.097
392,52,5,36.4,0.135
392,115,1,326.23,0.033
393,93,1,93.5,0.005
393,137,4,601.8,0.153
393,54,5,222.17,0.145
393,89,5,268.54,0.124
394,56,4,638.92,0.188
395,30,1,822.54,0.092
395,14,4,130.34,0.016
395,65,2,840.57,0.069
396,143,3,817.62,0.094
396,63,1,794.29,0.012
396,35,4,848.94,0.19
397,131,2,302.38,0.1
397,121,5,650.0,0.05
397,87,5,86.66,0.057
397,30,1,864.88,0.068
398,101,3,462.92,0.009
398,148,2,455.96,0.165
399,85,1,415.56,0.039
399,40,1,165.62,0.112
399,46,1,330.31,0.123
399,8,5,316.85,0.18
400,14,5,125.69,0.057
401,89,4,252.74,0.125
402,89,4,243.35,0.044
402,148,4,449.09,0.103
402,94,1,307.42,0.161
403,8,5,307.67,0.022
403,78,3,794.67,0.103
404,122,4,532.12,0.122
404,53,1,265.22,0.01
404,9,5,84.23,0.007
404,117,5,515.53,0.084
405,124,4,168.63,0.176
405,72,4,705.06,0.17
405,49,2,60.59,0.076
405,116,1,124.97,0.027
