employee_id,department,level,join_date,location,base_salary,performance_score,left_company
303,Finance,Mid,2021-06-03,Chennai,1487159.44,3.74,N
304,Operations,Mid,2024-11-26,Mumbai,1831172.17,3.11,N
305,Operations,Junior,2023-05-06,Chennai,678712.26,4.53,N
306,Operations,Senior,2023-03-07,Pune,596247.45,2.78,N
307,Marketing,Lead,2023-03-03,Pune,1165486.38,4.43,N
308,Marketing,Junior,2022-05-23,Mumbai,1614165.77,4.01,N
309,Technology,Mid,2023-06-22,Hyderabad,1864096.85,4.59,Y
310,Marketing,Lead,2024-10-22,Pune,1054703.65,2.46,N
311,HR,Mid,2023-04-08,Pune,685079.29,4.77,N
312,Operations,Junior,2021-10-28,Delhi,2095810.74,4.09,Y
313,Sales,Mid,2023-01-22,Hyderabad,2111196.09,4.3,Y
314,Finance,Junior,2022-08-31,Mumbai,1190139.3,3.64,N
315,Marketing,Mid,2023-12-09,Hyderabad,609482.74,2.56,N
316,Marketing,Junior,2022-02-13,Chennai,2155014.23,2.95,N
317,Finance,Lead,2022-09-19,Delhi,532719.49,3.78,N
318,Finance,Senior,2024-12-20,Delhi,700951.9,3.41,N
319,Sales,Lead,2022-09-19,Mumbai,2189967.4,2.68,N
320,Technology,Lead,2022-11-02,Hyderabad,650230.0,3.81,N
321,Operations,Lead,2021-03-10,Pune,1369605.36,3.94,N
322,Marketing,Lead,2023-03-05,Hyderabad,1503485.5,4.6,N
323,Sales,Mid,2021-07-21,Bengaluru,1754934.51,3.64,N
324,Technology,Lead,2024-04-07,Delhi,970634.51,2.29,N
325,Marketing,Senior,2021-09-17,Mumbai,1845992.27,4.75,N
326,Technology,Senior,2024-09-28,Chennai,383417.05,4.93,N
327,Technology,Junior,2023-10-08,Pune,1422745.34,3.73,N
328,Finance,Junior,2021-10-27,Bengaluru,658503.26,4.89,N
329,Finance,Lead,2023-05-31,Mumbai,457436.01,3.24,Y
330,Finance,Mid,2024-08-20,Delhi,1668922.34,4.09,N
331,Sales,Junior,2022-05-25,Bengaluru,990051.87,3.57,N
332,Technology,Lead,2021-08-30,Hyderabad,643170.41,3.43,Y
333,HR,Senior,2023-02-22,Pune,1460429.83,4.54,N
334,Finance,Lead,2022-09-29,Mumbai,1272407.56,3.24,N
335,Finance,Lead,2024-08-06,Pune,548759.4,4.35,N
336,Technology,Senior,2024-02-06,Bengaluru,1777900.26,3.13,N
337,Finance,Senior,2022-11-27,Pune,1644346.57,4.44,Y
338,Technology,Senior,2022-02-17,Mumbai,365717.7,4.99,N
339,Technology,Lead,2023-01-24,Mumbai,1963365.08,4.5,N
340,Operations,Mid,2021-10-28,Delhi,600449.89,4.13,Y
341,Marketing,Mid,2022-06-01,Chennai,1415691.16,3.98,N
342,Finance,Senior,2022-07-19,Chennai,713268.73,4.19,N
343,Marketing,Senior,2023-05-14,Mumbai,1555339.3,4.52,N
344,Technology,Junior,2024-06-27,Bengaluru,743694.45,3.14,N
345,Sales,Mid,2022-03-06,Hyderabad,655386.76,4.42,N
346,Finance,Senior,2024-01-01,Delhi,2093718.28,4.96,N
347,Marketing,Senior,2022-02-25,Hyderabad,827525.13,3.74,N
348,Operations,Lead,2021-03-31,Pune,1683726.28,4.03,N
349,Sales,Junior,2023-05-08,Bengaluru,1691190.99,3.96,N
350,Finance,Mid,2024-02-01,Mumbai,1684895.7,3.56,N
351,Finance,Senior,2021-02-06,Chennai,1677440.49,2.73,N
352,Marketing,Lead,2023-11-28,Hyderabad,599816.79,2.32,N
353,Operations,Lead,2023-09-01,Delhi,1345267.11,4.92,N
354,HR,Lead,2021-05-27,Chennai,1385206.34,4.45,Y
355,Marketing,Junior,2021-06-03,Hyderabad,2165181.03,3.59,N
356,HR,Mid,2021-12-07,Bengaluru,1529693.93,2.9,Y
357,HR,Senior,2022-01-06,Pune,1526036.44,2.62,N
358,Marketing,Lead,2022-11-27,Chennai,1711595.34,4.13,N
359,HR,Senior,2021-10-12,Hyderabad,874565.32,3.11,N
360,HR,Lead,2021-12-23,Bengaluru,1275204.73,4.87,N
361,Sales,Mid,2022-01-25,Delhi,723537.78,4.4,N
362,Sales,Senior,2021-03-02,Hyderabad,683192.53,4.06,N
363,Finance,Senior,2023-03-29,Delhi,1856976.91,2.78,N
364,Technology,Lead,2022-07-10,Chennai,1748518.81,2.23,N
365,Marketing,Senior,2024-01-22,Pune,2018255.97,4.21,N
366,HR,Senior,2022-11-28,Chennai,1404801.9,3.87,N
367,Finance,Junior,2023-10-31,Mumbai,1949250.01,4.12,N
368,Finance,Junior,2021-10-28,Bengaluru,761388.75,4.18,N
369,Operations,Lead,2021-12-12,Pune,1626907.18,3.09,N
370,HR,Junior,2025-01-19,Delhi,565589.34,2.98,N
371,HR,Lead,2021-01-22,Mumbai,1889718.29,2.7,N
372,Technology,Mid,2024-04-03,Pune,1117209.42,4.95,Y
373,Operations,Mid,2023-12-14,Bengaluru,1533689.21,2.21,N
374,Finance,Junior,2023-07-06,Pune,1688660.19,4.76,Y
375,Finance,Junior,2024-03-09,Hyderabad,1852773.52,4.95,N
376,HR,Senior,2023-12-08,Chennai,1584461.36,3.24,N
377,Sales,Senior,2024-08-01,Chennai,882918.03,3.22,N
378,Operations,Senior,2023-06-30,Chennai,469540.81,3.96,N
379,Technology,Lead,2022-12-31,Delhi,1901704.65,3.47,N
380,Marketing,Junior,2025-01-31,Chennai,498119.24,4.0,N
381,HR,Junior,2021-07-14,Hyderabad,1436921.89,3.48,N
382,Operations,Senior,2024-02-01,Chennai,1175177.76,4.65,N
383,Finance,Lead,2022-09-22,Delhi,1800714.61,4.24,N
384,Finance,Lead,2022-12-15,Bengaluru,1879310.49,4.93,N
385,Sales,Lead,2021-05-17,Hyderabad,1005487.59,2.3,Y
386,HR,Lead,2022-04-06,Chennai,1894396.2,3.76,N
387,Operations,Junior,2023-08-13,Chennai,655836.96,3.78,N
388,Marketing,Mid,2023-07-25,Mumbai,1704777.57,3.35,N
389,Operations,Mid,2023-11-05,Mumbai,1957692.92,3.31,N
390,Operations,Senior,2022-08-31,Mumbai,1737669.5,3.79,N
391,Technology,Mid,2024-11-16,Hyderabad,840633.05,4.67,N
392,Finance,Mid,2023-11-15,Mumbai,1168041.94,4.27,Y
393,Marketing,Lead,2024-04-07,Pune,2120136.3,3.61,N
394,Technology,Junior,2023-02-20,Chennai,353648.83,4.35,N
395,Marketing,Senior,2022-07-21,Hyderabad,881554.33,3.34,Y
396,Marketing,Senior,2023-05-08,Bengaluru,2069922.56,3.97,N
397,Sales,Senior,2023-11-26,Pune,743330.81,2.6,N
398,Finance,Lead,2021-11-29,Bengaluru,652558.51,2.9,N
399,Finance,Senior,2023-01-16,Mumbai,1383147.23,4.87,N
400,Sales,Lead,2023-01-12,Bengaluru,1584775.44,3.98,N
401,Technology,Lead,2024-12-23,Pune,1655300.71,4.62,N
402,Sales,Junior,2024-08-25,Pune,762169.77,2.3,N
403,Sales,Senior,2022-05-26,Delhi,1444926.68,2.36,N
404,Sales,Junior,2022-03-15,Bengaluru,611906.04,4.58,N
