campaign_id,date,channel,region,spend,impressions,clicks,conversions,revenue
95,2025-08-16,Affiliate,East,29345.01,262139,21944,436,244577.26
96,2026-03-03,Display,North,40025.71,161407,1736,72,36876.32
97,2025-07-15,Affiliate,East,37816.01,828671,51420,6298,3599542.29
98,2026-02-25,Social,South,1902.34,388694,16645,1821,293583.71
99,2026-04-14,Search,West,3733.63,622127,17872,2590,828760.55
100,2026-01-11,Email,West,31030.3,853790,24616,2589,341567.75
101,2025-02-08,Email,West,46798.41,888358,10930,1057,188639.12
102,2025-09-28,Display,South,4646.93,105391,7072,250,47325.87
103,2025-03-08,Display,South,12438.42,362330,7778,905,116308.74
104,2025-08-23,Email,West,8314.41,101758,1248,118,37156.68
105,2025-07-16,Display,West,45185.76,110308,6371,572,160549.95
106,2025-12-20,Social,South,33279.75,188093,7167,411,133778.36
107,2025-06-06,Affiliate,East,514.8,30061,2368,65,33805.33
108,2025-02-07,Social,East,2800.19,79216,1213,32,12769.44
109,2025-05-03,Social,South,48008.58,433039,30871,1067,207276.2
110,2025-01-06,Affiliate,East,30179.22,139273,1038,40,7388.41
111,2026-04-22,Display,West,21480.98,197235,7840,748,43757.59
112,2025-05-04,Search,South,18197.14,101747,7942,1267,289989.67
113,2025-06-18,Email,North,21051.87,348141,24144,3270,1781069.78
114,2025-05-08,Social,West,36143.19,737742,27382,944,522321.56
115,2025-03-31,Display,East,31377.4,460289,32563,4086,1473882.03
116,2025-02-10,Social,West,49781.77,620264,45768,4618,2758017.44
117,2026-01-08,Affiliate,West,37036.2,44142,2514,338,129128.3
118,2025-12-26,Display,East,33242.82,59726,685,24,11732.44
119,2025-08-17,Affiliate,South,39817.03,83478,7305,990,327551.06
120,2025-07-11,Social,South,28789.68,476530,21402,878,448739.98
121,2025-10-25,Display,North,12209.52,128867,10645,784,185445.85
122,2025-06-14,Affiliate,East,6895.43,451866,17213,1430,580137.52
123,2025-05-17,Search,North,43135.9,339727,20375,2624,970376.05
124,2025-04-13,Search,North,41965.54,133713,5249,161,17413.73
125,2026-02-18,Social,East,42999.4,230459,13312,892,194647.27
126,2026-04-27,Email,North,18801.16,566385,10638,290,94829.13
127,2025-02-27,Email,South,44748.53,758412,48138,2835,995937.38
128,2026-03-02,Display,East,9122.22,812343,63912,1174,239313.37
129,2025-02-02,Affiliate,East,47581.35,287376,8458,1257,462892.1
130,2025-11-13,Social,West,39910.55,610267,20039,1959,468252.79
131,2025-11-04,Social,East,802.15,662997,45938,1083,475830.24
132,2025-02-12,Email,South,18927.09,765616,15599,1726,341494.4
133,2025-10-20,Social,North,10116.59,367658,22712,3726,1542476.54
134,2025-05-01,Email,South,3576.8,652267,16724,687,88345.61
135,2025-07-02,Social,South,21612.47,580401,11831,359,176839.99
136,2025-04-02,Display,North,30131.81,242761,13744,463,150487.76
137,2025-01-16,Social,North,41438.57,225825,17679,1724,540390.15
138,2026-02-12,Display,South,14125.05,756388,43534,6845,2674576.51
139,2025-01-15,Social,South,18858.52,760866,34072,2516,322465.47
140,2026-05-13,Email,West,25577.41,47371,387,42,15224.61
141,2025-11-22,Affiliate,West,5022.38,385675,21665,1900,287447.23
142,2025-01-21,Affiliate,East,25401.53,308969,24139,860,107062.16
143,2026-01-26,Social,South,28597.69,136710,4086,624,240610.83
144,2025-02-03,Email,West,39312.28,707543,18000,530,181958.31
145,2025-08-27,Email,North,49840.9,370691,10545,214,27755.24
146,2025-04-22,Social,West,7240.23,103926,1812,198,60415.76
147,2025-08-31,Email,South,45236.52,177390,5478,630,299040.84
148,2025-11-01,Social,North,12500.07,837615,54402,5082,1858414.61
149,2026-04-23,Affiliate,South,2574.55,30990,942,35,1745.84
150,2025-07-02,Display,West,12066.55,866470,29625,2971,316578.18
151,2025-03-13,Search,South,44104.99,78659,4969,537,240197.85
152,2025-08-09,Email,East,28789.99,600346,5745,505,272982.53
153,2025-07-10,Email,South,30587.72,899007,80339,10151,5353104.2
154,2025-08-06,Email,East,3297.99,494859,42865,1568,567647.94
155,2025-06-21,Search,East,6515.0,242468,16309,2119,1061357.01
156,2025-07-28,Search,North,19475.74,484572,4170,234,64712.53
157,2025-01-18,Display,North,4651.63,746956,51763,3458,1158393.31
158,2025-12-21,Search,East,20711.19,611353,24493,4284,2170537.98
159,2026-03-30,Social,South,10278.57,750035,16931,2440,984401.19
160,2025-09-12,Social,South,13809.96,467773,10152,200,55413.49
161,2025-08-02,Email,West,9051.06,180372,3620,378,108652.88
162,2025-03-10,Affiliate,South,539.95,409013,30212,4444,1757249.46
163,2026-02-06,Affiliate,South,44192.72,666281,37017,5465,651916.89
164,2025-12-15,Affiliate,South,10550.03,11152,319,6,830.46
165,2025-12-15,Affiliate,North,24877.03,573981,34975,4419,231053.56
166,2025-04-11,Display,East,26170.91,149272,10558,1144,231875.42
167,2026-03-15,Affiliate,East,49582.81,238177,8133,345,157128.73
168,2026-02-25,Display,South,43307.54,145899,6353,101,48442.82
169,2025-06-19,Email,South,7600.62,544528,13263,2273,1267880.77
170,2025-07-03,Affiliate,North,16374.65,248754,18388,3181,1725853.63
171,2025-02-04,Email,West,25415.42,555316,29285,2300,1230770.34
172,2025-01-30,Search,West,28978.32,695973,14256,597,316360.58
173,2025-10-06,Search,South,26869.07,27899,1278,114,24650.79
174,2026-04-13,Display,South,1826.21,354082,12710,290,142027.82
175,2026-01-09,Display,East,31728.03,85215,769,124,24568.12
176,2025-12-14,Search,East,32768.53,132238,3728,434,258832.03
177,2025-03-05,Social,West,18419.05,69384,5314,603,320189.88
178,2025-01-24,Affiliate,West,21259.3,320913,11729,1986,1000174.28
179,2025-03-26,Search,South,2069.29,841638,61241,1307,444319.06
180,2025-05-01,Search,East,38534.65,121629,9213,768,397268.26
181,2026-01-24,Display,East,9988.54,16017,167,2,883.49
182,2026-03-28,Display,West,28219.51,762590,9955,1122,298435.5
183,2025-10-29,Affiliate,East,12946.07,755531,19697,2702,1304979.02
184,2025-01-15,Search,South,8366.78,52452,3056,286,87719.23
185,2025-07-23,Affiliate,West,25892.78,133323,11816,662,240959.42
186,2025-11-02,Email,North,12307.55,709068,49636,2774,1562576.81
187,2025-06-21,Display,North,44396.08,60795,5296,81,16420.13
188,2025-01-26,Affiliate,South,1284.57,337621,27737,1805,341270.51
189,2025-01-11,Social,West,26495.43,710235,46839,7143,1539878.63
190,2025-04-01,Affiliate,West,17290.01,335308,22374,3051,368692.42
191,2025-01-18,Email,North,34632.22,631571,25469,1765,289151.89
192,2025-06-27,Email,East,43359.09,505668,6568,1019,46263.46
193,2025-09-17,Display,West,14656.45,238098,16259,2788,681914.62
194,2025-01-22,Email,East,44439.95,762836,53145,2313,971819.4
195,2026-04-19,Affiliate,East,2057.54,788930,5296,753,299275.74
196,2026-02-04,Email,East,31017.0,611374,15583,1072,148693.01
197,2025-09-16,Social,West,31249.34,431905,26615,958,176510.25
198,2025-09-29,Display,South,43484.24,77990,5355,611,58447.29
199,2026-03-03,Search,West,9363.12,569103,38073,1556,369805.58
200,2026-01-29,Display,South,17689.29,288422,12956,1295,721798.69
201,2025-05-23,Email,North,12348.86,808077,66874,6565,1286137.69
202,2025-12-06,Email,West,45524.58,808150,71301,7184,4016321.12
203,2025-10-02,Email,South,18755.19,390853,26769,270,26922.52
204,2025-02-23,Email,East,41027.41,380642,32940,935,394114.34
205,2025-08-15,Affiliate,South,21763.57,519252,13391,273,79075.62
206,2025-04-16,Display,North,45654.17,381749,14477,906,108252.95
207,2026-05-07,Email,South,519.37,646017,34167,3492,930671.36
208,2025-10-13,Search,West,20814.37,73123,3385,221,94242.44
209,2025-09-01,Affiliate,South,4385.79,99595,1302,16,8024.76
210,2025-01-02,Search,South,28951.08,793521,38857,3996,1412966.22
211,2025-01-09,Search,West,40290.88,167417,11638,893,76834.93
212,2025-05-24,Display,South,13107.09,558242,43138,3611,179556.13
213,2025-05-02,Search,South,42857.43,637599,48304,1277,510257.89
214,2025-06-18,Affiliate,South,18542.6,392640,4722,172,24213.48
215,2025-05-12,Social,East,48528.31,376341,2845,451,245145.93
216,2026-03-23,Affiliate,West,27506.39,79854,5856,1050,414515.8
217,2025-01-05,Display,North,5351.75,11903,933,37,20592.26
218,2025-01-04,Email,South,30015.91,480601,7808,843,474328.14
219,2026-05-01,Email,South,48976.05,113430,2700,373,142569.54
220,2025-06-03,Social,North,35770.06,756362,32696,1090,166872.01
221,2026-04-05,Display,East,17697.51,145406,5151,153,14244.42
222,2025-01-12,Social,South,39966.15,480687,25784,4616,2456674.69
223,2025-02-08,Email,South,47179.89,150778,6368,389,28094.66
224,2025-05-22,Display,North,19861.89,331348,25605,4462,533459.31
225,2025-08-22,Affiliate,North,33786.18,484082,2516,119,55153.86
226,2025-12-17,Display,East,26084.33,586546,38959,5501,2533303.82
227,2026-03-11,Email,West,44392.64,739348,28413,2097,268113.49
228,2026-01-26,Search,North,18219.74,54469,2691,39,7325.37
229,2025-11-14,Email,South,40370.93,689006,59547,6644,2606887.48
230,2026-04-11,Search,East,23832.84,64060,4080,423,113805.58
231,2025-05-02,Social,North,40230.92,611257,14698,1086,407629.58
232,2025-05-03,Social,West,35831.52,133637,6156,602,269165.34
233,2025-02-15,Display,South,5997.12,649806,10061,968,123232.87
234,2025-09-24,Display,West,44407.59,365236,8648,1517,183114.88
235,2026-05-10,Social,South,3046.24,296986,11909,667,36144.27
236,2025-07-23,Social,South,43443.45,19990,1330,210,21371.52
237,2025-12-20,Social,North,7829.67,728260,42553,5638,1707797.4
238,2025-03-01,Display,East,7536.68,292723,2595,206,112243.96
239,2026-03-11,Email,South,40077.51,502409,17108,1275,651510.93
240,2025-10-25,Display,West,42387.43,842764,45441,6709,2476166.38
241,2025-02-04,Affiliate,West,28816.12,233535,20485,870,473059.33
242,2025-05-29,Social,West,15071.09,577064,41674,2711,897619.45
243,2025-08-22,Search,North,23143.74,744036,49773,7883,3175923.91
244,2025-09-08,Social,East,47860.97,259955,12363,1340,730614.32
245,2025-08-29,Social,North,39089.29,460534,10510,748,336462.03
246,2025-02-14,Display,West,34805.48,281723,7227,1133,92530.28
247,2025-08-07,Affiliate,South,11147.61,470564,28478,2926,838752.51
248,2025-03-31,Search,East,36818.02,646456,11735,778,84517.73
249,2025-10-11,Affiliate,South,13900.55,459120,20922,1662,910571.1
250,2025-07-16,Display,South,28013.43,34413,1136,76,41118.43
251,2026-01-14,Search,North,34118.96,278438,15866,236,30066.21
252,2026-02-01,Display,South,42216.92,125604,10884,177,82569.96
253,2025-09-15,Affiliate,East,39114.52,355451,10376,574,62390.35
254,2026-05-14,Social,North,11023.52,231840,1419,26,2642.73
255,2025-05-22,Email,West,18524.52,37123,1139,22,4003.55
256,2026-03-19,Email,West,44936.26,720865,27488,3573,1769100.68
257,2025-02-01,Affiliate,South,2681.89,350962,18068,2922,1129874.45
258,2025-05-07,Display,North,30551.57,771508,6034,1062,222262.94
259,2025-08-01,Affiliate,North,13763.23,480206,26801,3954,1076334.46
260,2026-01-29,Email,West,29735.88,702185,4176,115,68327.01
261,2025-10-16,Display,North,11594.54,717240,32421,5651,1794311.28
262,2025-03-07,Display,North,24119.1,661683,41330,1342,499438.16
263,2025-12-06,Email,East,12272.25,81013,4840,472,158204.98
264,2026-03-06,Social,East,22123.08,526428,43815,7666,1304943.24
265,2026-03-31,Social,East,6545.78,25861,1189,129,28112.97
266,2025-06-18,Affiliate,North,49896.14,541347,7245,486,201669.71
267,2025-02-28,Search,South,17100.72,189265,8782,1219,374178.95
268,2025-08-21,Affiliate,West,47997.82,125406,7301,268,59634.97
269,2025-04-18,Search,West,34613.88,878573,22809,3094,1611517.84
270,2026-02-06,Affiliate,West,8781.71,823279,43572,850,393547.16
271,2025-01-23,Search,East,6891.8,231003,9978,425,120913.96
272,2025-12-06,Email,East,30741.57,344842,20515,3621,1920366.79
273,2025-12-28,Display,South,49296.51,717415,4332,133,61874.6
274,2026-04-24,Affiliate,South,12799.0,416455,33334,4913,1298274.16
275,2026-02-10,Affiliate,West,11579.85,16855,678,44,23038.07
276,2025-06-24,Search,North,33589.63,216683,19390,1473,255661.85
277,2026-05-06,Email,West,4839.41,328830,5253,621,283136.14
278,2026-01-18,Display,East,46350.14,820561,8250,800,254280.04
279,2025-10-18,Search,West,38178.96,312361,8986,1336,284205.08
280,2025-03-27,Search,South,39482.64,865737,41843,5273,2586342.65
281,2026-04-22,Email,South,31328.58,254957,22726,735,147577.84
282,2025-12-10,Search,South,9282.03,775455,47977,6390,3140327.89
283,2025-03-07,Email,West,26737.7,887540,35403,5567,357221.28
284,2025-12-28,Email,East,32943.25,603595,31031,4883,792042.05
285,2026-02-07,Search,West,20957.42,232139,3283,563,242302.26
286,2026-04-04,Social,North,48170.35,411854,21868,2879,1403218.35
287,2026-04-07,Affiliate,West,22967.18,311688,14680,2267,1195407.87
288,2025-09-03,Affiliate,East,28178.71,841003,45712,2080,478387.02
289,2025-02-19,Social,North,21904.19,314087,1734,21,3933.76
290,2026-01-16,Email,North,30635.77,658429,15931,1981,1024567.21
291,2025-06-13,Display,North,23805.15,39647,3056,63,23072.77
292,2025-12-13,Social,East,1284.52,828223,39604,487,151825.97
293,2025-02-27,Affiliate,South,4338.84,152001,1550,148,18172.87
294,2025-02-03,Display,South,12310.0,744996,50390,5299,2030120.07
295,2026-01-16,Display,East,18661.4,595129,21257,3528,1092737.4
296,2025-04-08,Social,West,13669.75,81596,6102,978,93437.99
297,2026-03-30,Display,East,48327.35,835114,46792,5703,2532359.51
298,2026-01-17,Social,South,46314.43,189662,10855,990,436785.78
299,2026-04-04,Search,West,32607.82,371825,27725,2682,325767.18
300,2025-02-18,Display,South,35489.76,523545,21754,2581,1389018.71
301,2025-03-25,Display,South,17999.82,217209,2157,137,61213.76
302,2025-02-08,Display,South,31535.91,771669,21959,1388,195804.94
303,2025-08-04,Social,West,27737.61,313246,14390,1965,775825.04
304,2025-05-26,Display,South,25465.05,600506,32585,1673,880245.29
305,2025-03-14,Search,South,22543.07,78520,5425,355,87988.95
306,2025-11-28,Display,North,17805.84,718670,13507,1570,300617.9
307,2025-03-21,Email,East,12149.51,25236,1866,269,88986.3
308,2026-05-03,Search,West,32767.06,400460,26490,4025,1606084.57
309,2025-03-14,Display,East,2629.67,754085,30224,1560,835327.43
310,2025-04-08,Search,North,25216.43,664877,56340,1672,743383.2
311,2025-08-28,Display,South,14069.93,824202,47650,3874,1400403.35
312,2026-01-16,Social,East,28072.78,626789,21196,2567,1197248.26
313,2025-06-06,Social,South,35728.36,211083,8327,414,189122.82
314,2025-10-28,Social,West,31665.78,585609,47197,2610,379172.62
315,2025-01-08,Display,West,19798.38,579696,51632,2744,355504.25
316,2025-06-28,Social,West,30825.66,751139,20015,1158,656490.77
317,2025-05-19,Email,West,29468.55,237559,18531,1896,249475.19
318,2025-08-28,Search,East,39515.15,536428,30364,3309,1878588.96
319,2025-10-22,Display,East,15341.37,460036,36131,855,143280.83
320,2026-05-09,Affiliate,South,41462.9,872755,75393,7889,1331972.42
321,2025-06-18,Social,East,30365.18,727608,54159,2244,962550.66
322,2025-04-09,Social,South,24720.68,870491,34871,4022,1727715.74
323,2025-01-03,Affiliate,North,32508.53,281270,11531,470,240193.09
324,2025-04-21,Email,North,45468.72,442393,37660,6458,676428.69
325,2025-12-13,Search,East,9727.76,43705,578,24,13573.58
326,2025-08-24,Display,North,32328.17,486819,40312,1969,386376.38
327,2025-08-16,Display,East,14019.13,254789,20150,2308,780860.5
328,2025-01-31,Display,South,42300.8,537866,10961,238,46088.23
329,2026-03-15,Search,West,38745.24,795579,5133,829,299159.83
330,2026-01-14,Social,South,24081.36,502501,13608,1071,243667.93
331,2025-08-08,Display,East,17593.38,510212,13084,1062,311616.7
332,2026-03-25,Email,West,37871.81,620089,55362,985,392592.19
333,2025-06-14,Search,North,40312.59,389468,22312,571,196292.91
334,2025-01-26,Affiliate,South,2541.4,83796,4009,327,71395.04
335,2026-01-15,Social,North,42149.07,396018,30628,562,161696.3
336,2025-07-24,Email,South,3682.91,336051,11258,344,113850.69
337,2025-10-29,Email,West,29302.96,713175,38815,3141,1626636.62
338,2026-03-23,Email,East,24940.97,288822,21242,1522,109888.41
339,2025-05-07,Display,West,43720.16,716333,25792,2493,846916.68
340,2025-12-31,Social,North,2429.6,135051,1094,182,109017.89
341,2025-05-31,Social,East,46342.87,756769,22099,1666,844949.78
342,2026-05-07,Affiliate,South,35276.23,196015,1845,84,25732.93
343,2026-02-12,Affiliate,West,32307.43,216726,12052,569,238262.0
344,2025-05-28,Affiliate,North,32874.51,522014,46301,6851,1859138.96
345,2026-03-09,Email,West,9781.54,91833,2142,380,124684.81
346,2025-06-06,Search,West,19599.44,430344,4011,224,121385.44
347,2025-06-14,Search,West,43815.31,542146,7234,917,322974.69
348,2025-12-02,Display,East,15964.06,452354,4426,517,164302.48
349,2025-09-23,Social,East,45577.86,745374,14347,1501,380468.26
350,2025-02-21,Affiliate,North,2612.97,722956,55616,3508,1651240.77
351,2025-09-06,Social,North,49295.77,163838,6276,450,191830.71
352,2025-01-04,Social,North,31557.2,680006,8098,546,263066.77
353,2025-08-25,Search,East,9764.26,285530,5192,735,233107.61
354,2025-03-04,Display,South,41133.94,791615,32325,3365,275662.45
355,2026-04-30,Display,South,35574.09,583482,51819,1300,779857.46
356,2025-08-21,Search,East,35441.75,814027,23916,4245,1224280.13
357,2025-02-02,Affiliate,West,5974.65,350584,12626,1916,288301.43
358,2025-01-21,Social,East,38727.11,854680,60484,9391,3018115.07
359,2025-10-08,Social,West,18439.31,692441,56540,1590,890527.25
360,2025-11-27,Search,East,41291.13,352601,26873,912,410012.06
361,2025-09-02,Search,South,30087.99,656728,10322,1339,137149.79
362,2025-12-11,Social,West,3051.79,537670,6107,194,34500.97
363,2026-01-01,Social,South,38927.58,230968,17991,2351,799805.45
364,2025-12-11,Search,East,13403.54,725529,7710,642,377074.28
365,2025-04-27,Affiliate,North,46331.08,577995,9225,98,28865.68
366,2026-01-25,Search,South,34956.29,34718,1699,92,31342.1
367,2025-09-28,Display,East,3851.43,785133,15960,2551,1255433.02
368,2025-05-28,Affiliate,North,24737.64,10373,75,7,1271.89
369,2025-08-03,Search,North,39676.65,889932,58057,3840,1631309.06
370,2025-11-14,Affiliate,East,17220.53,876987,33971,5503,945864.22
371,2025-07-18,Social,South,44630.56,674928,13433,1586,242770.4
372,2025-12-03,Search,North,34748.34,466779,31785,4463,1613508.27
373,2025-01-14,Display,North,7985.02,128105,2136,104,24735.9
374,2026-02-18,Affiliate,West,31092.46,221132,8437,752,136520.75
375,2025-04-15,Search,South,12811.48,870040,42363,7056,3444738.82
376,2026-01-19,Affiliate,North,23999.86,674370,25908,4054,2182864.13
377,2025-04-11,Social,West,5002.38,611345,50423,5923,2306891.86
378,2025-09-05,Email,South,40525.22,436359,23749,4264,1402603.65
379,2025-07-24,Search,East,1044.77,677251,29926,1681,334255.72
380,2025-05-09,Affiliate,North,5349.82,61974,4072,562,202316.8
381,2025-03-06,Search,South,38861.62,362774,28468,4927,1482708.04
382,2025-02-08,Search,South,48453.62,567028,46157,3275,689749.2
383,2025-12-09,Search,North,44269.79,157897,13626,1729,838469.95
384,2025-08-08,Display,East,43317.95,396584,3763,538,270274.07
385,2025-02-23,Search,North,49984.41,634516,3742,307,23226.29
386,2025-06-20,Social,North,13622.3,852207,19212,2064,293695.25
387,2025-02-26,Affiliate,West,22821.84,258225,5033,705,395542.77
388,2025-05-08,Social,West,8209.24,642651,40284,1238,503270.19
389,2025-03-09,Social,West,37375.19,131306,4128,450,194551.93
390,2025-07-21,Display,East,10426.58,211626,889,53,30797.75
391,2025-12-13,Social,West,47554.01,729470,8057,1185,570878.14
392,2025-11-04,Display,East,49595.92,881986,58498,3297,868576.63
393,2026-04-02,Email,North,46782.3,250828,20192,596,224162.91
394,2025-04-26,Search,North,27713.79,738393,35024,5680,3150483.3
395,2025-11-01,Search,West,10759.47,889357,29051,2625,239604.24
396,2026-02-08,Email,West,2693.32,825125,70584,7526,2425428.03
397,2025-05-08,Search,North,21651.3,660925,11616,1902,1133038.43
398,2026-01-08,Social,West,37378.94,761478,45901,2881,1046207.06
399,2025-03-20,Email,South,33474.72,699651,35208,3180,1484760.06
400,2025-02-21,Affiliate,East,537.45,131720,11837,577,192205.47
401,2025-10-21,Search,North,16662.11,239935,20545,2967,1132227.45
402,2026-01-27,Social,North,33041.41,266617,15708,1704,724225.66
403,2026-03-19,Display,North,35304.63,493482,32477,424,112466.27
404,2025-11-09,Social,West,42945.88,599966,35122,3330,1808043.97
405,2025-12-12,Social,West,27453.66,646717,5016,664,332886.93
406,2026-02-02,Display,North,46964.6,178015,3939,505,167176.46
407,2026-01-01,Search,South,7347.51,532945,10150,1721,659627.93
408,2025-04-11,Affiliate,South,6812.58,190967,16220,1262,272712.49
409,2025-01-15,Social,South,30522.01,185300,1576,34,8434.31
410,2025-05-25,Social,North,41735.97,177881,8047,989,75537.02
411,2026-01-07,Search,East,20170.66,654584,46315,2637,141466.94
412,2025-10-16,Email,South,11475.35,368080,29460,959,129919.81
413,2026-03-04,Display,South,16673.08,419401,24769,4154,1843963.5
414,2026-02-28,Email,East,25785.08,181877,12242,1007,589763.71
415,2025-07-02,Affiliate,West,17716.91,403887,35578,761,95972.78
416,2026-03-30,Social,North,31797.27,410212,17471,1198,499003.69
417,2026-01-25,Email,West,32600.65,231122,1955,249,57605.53
418,2025-04-08,Email,East,14391.44,427905,22977,2567,1201214.93
